economy,year,value,indicator description,indicator code
BFA,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR2008,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR2009,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR2010,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR2011,44.65,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR2011,8.53,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR2011,14.84,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR2011,17.38,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR2011,35.21,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR2011,3.68,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR2011,19.59,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR2011,5.01,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR2011,13.06,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR2011,29.04,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR2011,15.91,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR2011,39.88,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR2011,10.62,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR2011,22.87,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR2011,30.88,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR2011,4.41,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR2011,43.53,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR2011,21.1,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR2011,20.54,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR2011,6.32,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR2011,10.03,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR2011,20.82,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR2011,81.81,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR2011,20.15,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR2011,2.02,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR2011,33.81,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR2011,39.88,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR2011,7.86,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR2011,8.74,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR2011,17.5,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR2011,33.11,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR2011,10.27,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR2011,11.87,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR2011,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR2011,19.36,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR2011,26.22,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR2011,59.1,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR2011,25.8,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR2011,50.04,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR2012,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR2013,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
