economy,year,value,indicator description,indicator code
LBR,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1973,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1974,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1975,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1976,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1977,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1978,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1979,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1979,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1979,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1979,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1979,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1979,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1979,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1979,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1979,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1979,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
