iso3,year,value,indicator description,indicator code
SSD,2011,1.564470767147344,WDI-calculated corruption score share of 148,CC.EST calculated
STP,2011,3.8489095882852196,WDI-calculated corruption score share of 148,CC.EST calculated
SWZ,2011,3.8452437974952307,WDI-calculated corruption score share of 148,CC.EST calculated
SYC,2011,5.829408788269015,WDI-calculated corruption score share of 148,CC.EST calculated
TCD,2011,0.9046345616045502,WDI-calculated corruption score share of 148,CC.EST calculated
TGO,2011,1.7298629017406744,WDI-calculated corruption score share of 148,CC.EST calculated
TUN,2011,4.251246353139259,WDI-calculated corruption score share of 148,CC.EST calculated
TZA,2011,2.7924988200881047,WDI-calculated corruption score share of 148,CC.EST calculated
UGA,2011,1.9561899259705977,WDI-calculated corruption score share of 148,CC.EST calculated
ZAF,2011,4.296976930239461,WDI-calculated corruption score share of 148,CC.EST calculated
ZMB,2011,3.276156821663398,WDI-calculated corruption score share of 148,CC.EST calculated
ZWE,2011,0.7276866564463607,WDI-calculated corruption score share of 148,CC.EST calculated
AGO,2012,0.8604324132298269,WDI-calculated corruption score share of 148,CC.EST calculated
BDI,2012,0.3743205687381771,WDI-calculated corruption score share of 148,CC.EST calculated
BEN,2012,2.1604448263361786,WDI-calculated corruption score share of 148,CC.EST calculated
BFA,2012,3.25861478594509,WDI-calculated corruption score share of 148,CC.EST calculated
BWA,2012,7.321014635803874,WDI-calculated corruption score share of 148,CC.EST calculated
CAF,2012,1.7287086354819312,WDI-calculated corruption score share of 148,CC.EST calculated
CIV,2012,2.217211766108573,WDI-calculated corruption score share of 148,CC.EST calculated
CMR,2012,0.9480643248559517,WDI-calculated corruption score share of 148,CC.EST calculated
COD,2012,0.7805585402112792,WDI-calculated corruption score share of 148,CC.EST calculated
COG,2012,1.072917807179679,WDI-calculated corruption score share of 148,CC.EST calculated
COM,2012,2.383800225708242,WDI-calculated corruption score share of 148,CC.EST calculated
CPV,2012,7.260076848121576,WDI-calculated corruption score share of 148,CC.EST calculated
DJI,2012,3.2944781507464937,WDI-calculated corruption score share of 148,CC.EST calculated
DZA,2012,3.144262339363274,WDI-calculated corruption score share of 148,CC.EST calculated
EGY,2012,2.9742749655859892,WDI-calculated corruption score share of 148,CC.EST calculated
ERI,2012,2.392355824574467,WDI-calculated corruption score share of 148,CC.EST calculated
ETH,2012,2.889683196768665,WDI-calculated corruption score share of 148,CC.EST calculated
GAB,2012,2.7210249157589947,WDI-calculated corruption score share of 148,CC.EST calculated
GHA,2012,4.299477731097182,WDI-calculated corruption score share of 148,CC.EST calculated
GIN,2012,1.582085854855117,WDI-calculated corruption score share of 148,CC.EST calculated
GMB,2012,2.759106979885345,WDI-calculated corruption score share of 148,CC.EST calculated
GNB,2012,0.8870885332094112,WDI-calculated corruption score share of 148,CC.EST calculated
GNQ,2012,1.0430867872153122,WDI-calculated corruption score share of 148,CC.EST calculated
KEN,2012,1.4556933863099126,WDI-calculated corruption score share of 148,CC.EST calculated
LBR,2012,2.89421229305704,WDI-calculated corruption score share of 148,CC.EST calculated
LBY,2012,0.8235288206550098,WDI-calculated corruption score share of 148,CC.EST calculated
LSO,2012,5.039746839314382,WDI-calculated corruption score share of 148,CC.EST calculated
MAR,2012,3.227367333827423,WDI-calculated corruption score share of 148,CC.EST calculated
MDG,2012,2.709152860857743,WDI-calculated corruption score share of 148,CC.EST calculated
MLI,2012,2.2385546529597256,WDI-calculated corruption score share of 148,CC.EST calculated
MOZ,2012,3.005402478587165,WDI-calculated corruption score share of 148,CC.EST calculated
MRT,2012,2.3486390625946574,WDI-calculated corruption score share of 148,CC.EST calculated
MUS,2012,5.407197407031301,WDI-calculated corruption score share of 148,CC.EST calculated
MWI,2012,3.2738034712114814,WDI-calculated corruption score share of 148,CC.EST calculated
NAM,2012,5.609964594603493,WDI-calculated corruption score share of 148,CC.EST calculated
NER,2012,2.775327873740014,WDI-calculated corruption score share of 148,CC.EST calculated
NGA,2012,1.2303232538429798,WDI-calculated corruption score share of 148,CC.EST calculated
RWA,2012,6.307184973826914,WDI-calculated corruption score share of 148,CC.EST calculated
SDN,2012,0.27262509838316806,WDI-calculated corruption score share of 148,CC.EST calculated
SEN,2012,3.913834072977849,WDI-calculated corruption score share of 148,CC.EST calculated
SLE,2012,1.8694822922185264,WDI-calculated corruption score share of 148,CC.EST calculated
SOM,2012,0.0,WDI-calculated corruption score share of 148,CC.EST calculated
SSD,2012,0.879683687407063,WDI-calculated corruption score share of 148,CC.EST calculated
STP,2012,4.1656610225247785,WDI-calculated corruption score share of 148,CC.EST calculated
SWZ,2012,4.013255407032538,WDI-calculated corruption score share of 148,CC.EST calculated
SYC,2012,6.365865186569473,WDI-calculated corruption score share of 148,CC.EST calculated
TCD,2012,0.7767982397131813,WDI-calculated corruption score share of 148,CC.EST calculated
TGO,2012,1.722313858343746,WDI-calculated corruption score share of 148,CC.EST calculated
TUN,2012,4.571220228814375,WDI-calculated corruption score share of 148,CC.EST calculated
TZA,2012,2.433322877710682,WDI-calculated corruption score share of 148,CC.EST calculated
UGA,2012,1.740281365582294,WDI-calculated corruption score share of 148,CC.EST calculated
ZAF,2012,4.1310047629956905,WDI-calculated corruption score share of 148,CC.EST calculated
ZMB,2012,3.817262338920454,WDI-calculated corruption score share of 148,CC.EST calculated
ZWE,2012,0.628199601606302,WDI-calculated corruption score share of 148,CC.EST calculated
AGO,2013,0.7363999994277332,WDI-calculated corruption score share of 148,CC.EST calculated
BDI,2013,0.46904398030154554,WDI-calculated corruption score share of 148,CC.EST calculated
BEN,2013,2.502126242919983,WDI-calculated corruption score share of 148,CC.EST calculated
BFA,2013,3.159228964822219,WDI-calculated corruption score share of 148,CC.EST calculated
BWA,2013,7.3960776551350245,WDI-calculated corruption score share of 148,CC.EST calculated
CAF,2013,1.4552860726280674,WDI-calculated corruption score share of 148,CC.EST calculated
CIV,2013,2.5184835488186255,WDI-calculated corruption score share of 148,CC.EST calculated
CMR,2013,1.092455396705286,WDI-calculated corruption score share of 148,CC.EST calculated
COD,2013,0.7323113403367051,WDI-calculated corruption score share of 148,CC.EST calculated
COG,2013,1.214205392067187,WDI-calculated corruption score share of 148,CC.EST calculated
COM,2013,2.5420977173922794,WDI-calculated corruption score share of 148,CC.EST calculated
CPV,2013,7.2721824218222455,WDI-calculated corruption score share of 148,CC.EST calculated
DJI,2013,3.0849856500749437,WDI-calculated corruption score share of 148,CC.EST calculated
DZA,2013,3.3161658279125965,WDI-calculated corruption score share of 148,CC.EST calculated
EGY,2013,2.8947612040919757,WDI-calculated corruption score share of 148,CC.EST calculated
ERI,2013,2.0125804153725277,WDI-calculated corruption score share of 148,CC.EST calculated
ETH,2013,3.2303428732207218,WDI-calculated corruption score share of 148,CC.EST calculated
GAB,2013,2.83443737630764,WDI-calculated corruption score share of 148,CC.EST calculated
GHA,2013,4.439587135573096,WDI-calculated corruption score share of 148,CC.EST calculated
GIN,2013,1.5935476729846547,WDI-calculated corruption score share of 148,CC.EST calculated
GMB,2013,2.6197391716313296,WDI-calculated corruption score share of 148,CC.EST calculated
GNB,2013,0.7229305959870929,WDI-calculated corruption score share of 148,CC.EST calculated
GNQ,2013,0.7992942330295804,WDI-calculated corruption score share of 148,CC.EST calculated
KEN,2013,1.634479823950959,WDI-calculated corruption score share of 148,CC.EST calculated
LBR,2013,2.5833495006266944,WDI-calculated corruption score share of 148,CC.EST calculated
LBY,2013,0.4262264260789387,WDI-calculated corruption score share of 148,CC.EST calculated
LSO,2013,5.562551374429272,WDI-calculated corruption score share of 148,CC.EST calculated
MAR,2013,3.463932928865967,WDI-calculated corruption score share of 148,CC.EST calculated
MDG,2013,2.4467205875906193,WDI-calculated corruption score share of 148,CC.EST calculated
MLI,2013,2.3626738521926436,WDI-calculated corruption score share of 148,CC.EST calculated
MOZ,2013,2.9283916442031126,WDI-calculated corruption score share of 148,CC.EST calculated
MRT,2013,2.1994467648817193,WDI-calculated corruption score share of 148,CC.EST calculated
MUS,2013,5.480609300057259,WDI-calculated corruption score share of 148,CC.EST calculated
MWI,2013,2.8772672103891037,WDI-calculated corruption score share of 148,CC.EST calculated
NAM,2013,5.635707832683602,WDI-calculated corruption score share of 148,CC.EST calculated
NER,2013,2.879789208647089,WDI-calculated corruption score share of 148,CC.EST calculated
NGA,2013,1.064605744641284,WDI-calculated corruption score share of 148,CC.EST calculated
RWA,2013,6.594109794285961,WDI-calculated corruption score share of 148,CC.EST calculated
SDN,2013,0.2819726105402146,WDI-calculated corruption score share of 148,CC.EST calculated
SEN,2013,4.1638236621419775,WDI-calculated corruption score share of 148,CC.EST calculated
SLE,2013,2.004497064806042,WDI-calculated corruption score share of 148,CC.EST calculated
SOM,2013,0.0,WDI-calculated corruption score share of 148,CC.EST calculated
SSD,2013,0.5465081774475784,WDI-calculated corruption score share of 148,CC.EST calculated
STP,2013,4.216842575629707,WDI-calculated corruption score share of 148,CC.EST calculated
SWZ,2013,4.046333265065705,WDI-calculated corruption score share of 148,CC.EST calculated
SYC,2013,6.522474792746578,WDI-calculated corruption score share of 148,CC.EST calculated
TCD,2013,0.6368868707893148,WDI-calculated corruption score share of 148,CC.EST calculated
TGO,2013,1.6380893905777503,WDI-calculated corruption score share of 148,CC.EST calculated
TUN,2013,4.604202647794729,WDI-calculated corruption score share of 148,CC.EST calculated
TZA,2013,2.3959232607414105,WDI-calculated corruption score share of 148,CC.EST calculated
UGA,2013,1.574414229140445,WDI-calculated corruption score share of 148,CC.EST calculated
ZAF,2013,4.316095068713194,WDI-calculated corruption score share of 148,CC.EST calculated
ZMB,2013,3.7853911585934417,WDI-calculated corruption score share of 148,CC.EST calculated
ZWE,2013,0.48841234318463544,WDI-calculated corruption score share of 148,CC.EST calculated
AGO,2014,0.5644500985709722,WDI-calculated corruption score share of 148,CC.EST calculated
BDI,2014,1.0868926262098653,WDI-calculated corruption score share of 148,CC.EST calculated
BEN,2014,2.7330183345726407,WDI-calculated corruption score share of 148,CC.EST calculated
BFA,2014,3.2907651374629143,WDI-calculated corruption score share of 148,CC.EST calculated
BWA,2014,6.809562640061182,WDI-calculated corruption score share of 148,CC.EST calculated
CAF,2014,1.3656889476634766,WDI-calculated corruption score share of 148,CC.EST calculated
CIV,2014,3.4216962188855593,WDI-calculated corruption score share of 148,CC.EST calculated
CMR,2014,1.332640194418518,WDI-calculated corruption score share of 148,CC.EST calculated
COD,2014,0.9414593603084644,WDI-calculated corruption score share of 148,CC.EST calculated
COG,2014,1.2739610531746428,WDI-calculated corruption score share of 148,CC.EST calculated
COM,2014,2.9611488834717967,WDI-calculated corruption score share of 148,CC.EST calculated
CPV,2014,7.244445411658388,WDI-calculated corruption score share of 148,CC.EST calculated
DJI,2014,2.9336582491699508,WDI-calculated corruption score share of 148,CC.EST calculated
DZA,2014,2.888497323900442,WDI-calculated corruption score share of 148,CC.EST calculated
EGY,2014,2.991897284561043,WDI-calculated corruption score share of 148,CC.EST calculated
ERI,2014,2.1394025768545046,WDI-calculated corruption score share of 148,CC.EST calculated
ETH,2014,3.342115655715691,WDI-calculated corruption score share of 148,CC.EST calculated
GAB,2014,2.709990881747737,WDI-calculated corruption score share of 148,CC.EST calculated
GHA,2014,4.037413895835391,WDI-calculated corruption score share of 148,CC.EST calculated
GIN,2014,1.639046970426617,WDI-calculated corruption score share of 148,CC.EST calculated
GMB,2014,2.665776388952716,WDI-calculated corruption score share of 148,CC.EST calculated
GNB,2014,0.2929341277905487,WDI-calculated corruption score share of 148,CC.EST calculated
GNQ,2014,0.3373958010794135,WDI-calculated corruption score share of 148,CC.EST calculated
KEN,2014,1.9912873698121911,WDI-calculated corruption score share of 148,CC.EST calculated
LBR,2014,2.4301524027477566,WDI-calculated corruption score share of 148,CC.EST calculated
LBY,2014,0.39060353324840297,WDI-calculated corruption score share of 148,CC.EST calculated
LSO,2014,5.123392052565672,WDI-calculated corruption score share of 148,CC.EST calculated
MAR,2014,3.7345251801320947,WDI-calculated corruption score share of 148,CC.EST calculated
MDG,2014,2.2559501466614864,WDI-calculated corruption score share of 148,CC.EST calculated
MLI,2014,2.508730065485487,WDI-calculated corruption score share of 148,CC.EST calculated
MOZ,2014,2.732505123613581,WDI-calculated corruption score share of 148,CC.EST calculated
MRT,2014,2.0089006191274246,WDI-calculated corruption score share of 148,CC.EST calculated
MUS,2014,5.448356461453568,WDI-calculated corruption score share of 148,CC.EST calculated
MWI,2014,2.4801903892999,WDI-calculated corruption score share of 148,CC.EST calculated
NAM,2014,5.293368882683186,WDI-calculated corruption score share of 148,CC.EST calculated
NER,2014,2.6619000152794956,WDI-calculated corruption score share of 148,CC.EST calculated
NGA,2014,1.0437829056486523,WDI-calculated corruption score share of 148,CC.EST calculated
RWA,2014,6.709744010044,WDI-calculated corruption score share of 148,CC.EST calculated
SDN,2014,0.5517199753117775,WDI-calculated corruption score share of 148,CC.EST calculated
SEN,2014,4.735307551629686,WDI-calculated corruption score share of 148,CC.EST calculated
SLE,2014,1.9659597287443855,WDI-calculated corruption score share of 148,CC.EST calculated
SOM,2014,0.0,WDI-calculated corruption score share of 148,CC.EST calculated
SSD,2014,0.15299521875524413,WDI-calculated corruption score share of 148,CC.EST calculated
STP,2014,4.610695029264663,WDI-calculated corruption score share of 148,CC.EST calculated
SWZ,2014,3.867555082929797,WDI-calculated corruption score share of 148,CC.EST calculated
SYC,2014,6.163694925677822,WDI-calculated corruption score share of 148,CC.EST calculated
TCD,2014,0.9187531765604436,WDI-calculated corruption score share of 148,CC.EST calculated
TGO,2014,2.099067572075798,WDI-calculated corruption score share of 148,CC.EST calculated
TUN,2014,4.522149350570743,WDI-calculated corruption score share of 148,CC.EST calculated
TZA,2014,2.480311193029324,WDI-calculated corruption score share of 148,CC.EST calculated
UGA,2014,1.5556550250065042,WDI-calculated corruption score share of 148,CC.EST calculated
ZAF,2014,4.2300326968637325,WDI-calculated corruption score share of 148,CC.EST calculated
ZMB,2014,3.6173714608116616,WDI-calculated corruption score share of 148,CC.EST calculated
ZWE,2014,0.7114847924730352,WDI-calculated corruption score share of 148,CC.EST calculated
AGO,2015,0.7767757899995249,WDI-calculated corruption score share of 148,CC.EST calculated
BDI,2015,1.1452179115811933,WDI-calculated corruption score share of 148,CC.EST calculated
BEN,2015,3.039430295653901,WDI-calculated corruption score share of 148,CC.EST calculated
BFA,2015,3.7326284576207898,WDI-calculated corruption score share of 148,CC.EST calculated
BWA,2015,6.560747879653767,WDI-calculated corruption score share of 148,CC.EST calculated
CAF,2015,1.0394807585858823,WDI-calculated corruption score share of 148,CC.EST calculated
CIV,2015,3.3049295363034057,WDI-calculated corruption score share of 148,CC.EST calculated
CMR,2015,1.6439835335199424,WDI-calculated corruption score share of 148,CC.EST calculated
COD,2015,1.0818998096534767,WDI-calculated corruption score share of 148,CC.EST calculated
COG,2015,1.1867540844414695,WDI-calculated corruption score share of 148,CC.EST calculated
COM,2015,2.4994759702483518,WDI-calculated corruption score share of 148,CC.EST calculated
CPV,2015,6.950590900298621,WDI-calculated corruption score share of 148,CC.EST calculated
DJI,2015,2.689073596982048,WDI-calculated corruption score share of 148,CC.EST calculated
DZA,2015,2.8411234562789307,WDI-calculated corruption score share of 148,CC.EST calculated
EGY,2015,2.9420960952145023,WDI-calculated corruption score share of 148,CC.EST calculated
ERI,2015,1.0078526146031137,WDI-calculated corruption score share of 148,CC.EST calculated
ETH,2015,3.2688983182341995,WDI-calculated corruption score share of 148,CC.EST calculated
GAB,2015,2.6207741638393554,WDI-calculated corruption score share of 148,CC.EST calculated
GHA,2015,3.963628365987344,WDI-calculated corruption score share of 148,CC.EST calculated
GIN,2015,1.8589590697422176,WDI-calculated corruption score share of 148,CC.EST calculated
GMB,2015,2.3847676757518124,WDI-calculated corruption score share of 148,CC.EST calculated
GNB,2015,0.5616472798304376,WDI-calculated corruption score share of 148,CC.EST calculated
GNQ,2015,0.39769916938884126,WDI-calculated corruption score share of 148,CC.EST calculated
KEN,2015,1.8151351558977453,WDI-calculated corruption score share of 148,CC.EST calculated
LBR,2015,2.7681595665253784,WDI-calculated corruption score share of 148,CC.EST calculated
LBY,2015,0.38191444341989944,WDI-calculated corruption score share of 148,CC.EST calculated
LSO,2015,4.576872865404368,WDI-calculated corruption score share of 148,CC.EST calculated
MAR,2015,3.7646104709274613,WDI-calculated corruption score share of 148,CC.EST calculated
MDG,2015,2.2104004785736504,WDI-calculated corruption score share of 148,CC.EST calculated
MLI,2015,2.670817873484501,WDI-calculated corruption score share of 148,CC.EST calculated
MOZ,2015,2.474425393786784,WDI-calculated corruption score share of 148,CC.EST calculated
MRT,2015,2.0551005472904604,WDI-calculated corruption score share of 148,CC.EST calculated
MUS,2015,5.101263257562748,WDI-calculated corruption score share of 148,CC.EST calculated
MWI,2015,2.4358726811769347,WDI-calculated corruption score share of 148,CC.EST calculated
NAM,2015,5.222916803388364,WDI-calculated corruption score share of 148,CC.EST calculated
NER,2015,2.7492905423778065,WDI-calculated corruption score share of 148,CC.EST calculated
NGA,2015,1.6452934900114078,WDI-calculated corruption score share of 148,CC.EST calculated
RWA,2015,6.082836821253878,WDI-calculated corruption score share of 148,CC.EST calculated
SDN,2015,0.5869863214488524,WDI-calculated corruption score share of 148,CC.EST calculated
SEN,2015,4.597771121151177,WDI-calculated corruption score share of 148,CC.EST calculated
SLE,2015,2.367048453739157,WDI-calculated corruption score share of 148,CC.EST calculated
SOM,2015,0.2164871685701511,WDI-calculated corruption score share of 148,CC.EST calculated
SSD,2015,0.0,WDI-calculated corruption score share of 148,CC.EST calculated
STP,2015,4.338773848844696,WDI-calculated corruption score share of 148,CC.EST calculated
SWZ,2015,3.9508646803481233,WDI-calculated corruption score share of 148,CC.EST calculated
SYC,2015,7.506201172585228,WDI-calculated corruption score share of 148,CC.EST calculated
TCD,2015,0.8969942684986032,WDI-calculated corruption score share of 148,CC.EST calculated
TGO,2015,2.5386494761097045,WDI-calculated corruption score share of 148,CC.EST calculated
TUN,2015,4.313664443754349,WDI-calculated corruption score share of 148,CC.EST calculated
TZA,2015,2.6567347485300585,WDI-calculated corruption score share of 148,CC.EST calculated
UGA,2015,1.6837239795596688,WDI-calculated corruption score share of 148,CC.EST calculated
ZAF,2015,4.330264146229719,WDI-calculated corruption score share of 148,CC.EST calculated
ZMB,2015,3.550147241331149,WDI-calculated corruption score share of 148,CC.EST calculated
ZWE,2015,1.0123438048048385,WDI-calculated corruption score share of 148,CC.EST calculated
AGO,2016,0.6996477784601779,WDI-calculated corruption score share of 148,CC.EST calculated
BDI,2016,1.2215349487371285,WDI-calculated corruption score share of 148,CC.EST calculated
BEN,2016,3.128078600906268,WDI-calculated corruption score share of 148,CC.EST calculated
BFA,2016,4.041402179649149,WDI-calculated corruption score share of 148,CC.EST calculated
BWA,2016,6.678030270913609,WDI-calculated corruption score share of 148,CC.EST calculated
CAF,2016,1.1545111727505528,WDI-calculated corruption score share of 148,CC.EST calculated
CIV,2016,3.060837923910535,WDI-calculated corruption score share of 148,CC.EST calculated
CMR,2016,1.474166875078902,WDI-calculated corruption score share of 148,CC.EST calculated
COD,2016,0.9970840868442522,WDI-calculated corruption score share of 148,CC.EST calculated
COG,2016,1.3523057948990127,WDI-calculated corruption score share of 148,CC.EST calculated
COM,2016,2.676038405914671,WDI-calculated corruption score share of 148,CC.EST calculated
CPV,2016,6.620040399222435,WDI-calculated corruption score share of 148,CC.EST calculated
DJI,2016,2.71934903572412,WDI-calculated corruption score share of 148,CC.EST calculated
DZA,2016,2.760193572298786,WDI-calculated corruption score share of 148,CC.EST calculated
EGY,2016,2.9707704998302957,WDI-calculated corruption score share of 148,CC.EST calculated
ERI,2016,1.0545760411244816,WDI-calculated corruption score share of 148,CC.EST calculated
ETH,2016,3.349181745022244,WDI-calculated corruption score share of 148,CC.EST calculated
GAB,2016,2.543904008754634,WDI-calculated corruption score share of 148,CC.EST calculated
GHA,2016,4.027018884112902,WDI-calculated corruption score share of 148,CC.EST calculated
GIN,2016,2.065378548399006,WDI-calculated corruption score share of 148,CC.EST calculated
GMB,2016,2.3102472071747546,WDI-calculated corruption score share of 148,CC.EST calculated
GNB,2016,0.438866982758347,WDI-calculated corruption score share of 148,CC.EST calculated
GNQ,2016,0.3965775004672052,WDI-calculated corruption score share of 148,CC.EST calculated
KEN,2016,2.1486836932182385,WDI-calculated corruption score share of 148,CC.EST calculated
LBR,2016,2.5832629780401746,WDI-calculated corruption score share of 148,CC.EST calculated
LBY,2016,0.45920232391169324,WDI-calculated corruption score share of 148,CC.EST calculated
LSO,2016,4.3400734103668945,WDI-calculated corruption score share of 148,CC.EST calculated
MAR,2016,3.98806817678974,WDI-calculated corruption score share of 148,CC.EST calculated
MDG,2016,2.0957457506921084,WDI-calculated corruption score share of 148,CC.EST calculated
MLI,2016,2.750129426103149,WDI-calculated corruption score share of 148,CC.EST calculated
MOZ,2016,2.177748276872145,WDI-calculated corruption score share of 148,CC.EST calculated
MRT,2016,2.534990150300775,WDI-calculated corruption score share of 148,CC.EST calculated
MUS,2016,4.7446403253642355,WDI-calculated corruption score share of 148,CC.EST calculated
MWI,2016,2.47743514163914,WDI-calculated corruption score share of 148,CC.EST calculated
NAM,2016,5.187029164366909,WDI-calculated corruption score share of 148,CC.EST calculated
NER,2016,2.779649183572917,WDI-calculated corruption score share of 148,CC.EST calculated
NGA,2016,1.8151777019215825,WDI-calculated corruption score share of 148,CC.EST calculated
RWA,2016,6.046569591462554,WDI-calculated corruption score share of 148,CC.EST calculated
SDN,2016,0.5033697960724763,WDI-calculated corruption score share of 148,CC.EST calculated
SEN,2016,4.41165672578658,WDI-calculated corruption score share of 148,CC.EST calculated
SLE,2016,2.3335379193109884,WDI-calculated corruption score share of 148,CC.EST calculated
SOM,2016,0.17376029271597054,WDI-calculated corruption score share of 148,CC.EST calculated
SSD,2016,0.0,WDI-calculated corruption score share of 148,CC.EST calculated
STP,2016,4.261007479060386,WDI-calculated corruption score share of 148,CC.EST calculated
SWZ,2016,3.8835701284939335,WDI-calculated corruption score share of 148,CC.EST calculated
SYC,2016,7.272910617906405,WDI-calculated corruption score share of 148,CC.EST calculated
TCD,2016,0.6296428640752257,WDI-calculated corruption score share of 148,CC.EST calculated
TGO,2016,2.672442032578366,WDI-calculated corruption score share of 148,CC.EST calculated
TUN,2016,4.058279685217661,WDI-calculated corruption score share of 148,CC.EST calculated
TZA,2016,3.1220103745599563,WDI-calculated corruption score share of 148,CC.EST calculated
UGA,2016,1.709855361583112,WDI-calculated corruption score share of 148,CC.EST calculated
ZAF,2016,4.516693521478905,WDI-calculated corruption score share of 148,CC.EST calculated
ZMB,2016,3.386759806965309,WDI-calculated corruption score share of 148,CC.EST calculated
ZWE,2016,1.196355636618997,WDI-calculated corruption score share of 148,CC.EST calculated
AGO,2017,0.7829052924055322,WDI-calculated corruption score share of 148,CC.EST calculated
BDI,2017,1.1100704077213401,WDI-calculated corruption score share of 148,CC.EST calculated
BEN,2017,3.026558039843804,WDI-calculated corruption score share of 148,CC.EST calculated
BFA,2017,4.157065818089296,WDI-calculated corruption score share of 148,CC.EST calculated
BWA,2017,6.355527522886694,WDI-calculated corruption score share of 148,CC.EST calculated
CAF,2017,1.4204567906047338,WDI-calculated corruption score share of 148,CC.EST calculated
CIV,2017,3.0936746629952943,WDI-calculated corruption score share of 148,CC.EST calculated
CMR,2017,1.351131483406944,WDI-calculated corruption score share of 148,CC.EST calculated
COD,2017,0.7825887764510272,WDI-calculated corruption score share of 148,CC.EST calculated
COG,2017,0.9856371481068531,WDI-calculated corruption score share of 148,CC.EST calculated
COM,2017,2.6805833173525415,WDI-calculated corruption score share of 148,CC.EST calculated
CPV,2017,6.572597890011278,WDI-calculated corruption score share of 148,CC.EST calculated
DJI,2017,2.781349311995674,WDI-calculated corruption score share of 148,CC.EST calculated
DZA,2017,2.968673645190072,WDI-calculated corruption score share of 148,CC.EST calculated
EGY,2017,3.234480695619962,WDI-calculated corruption score share of 148,CC.EST calculated
ERI,2017,1.3352530356544594,WDI-calculated corruption score share of 148,CC.EST calculated
ETH,2017,3.0114816582989974,WDI-calculated corruption score share of 148,CC.EST calculated
GAB,2017,2.3410603784882977,WDI-calculated corruption score share of 148,CC.EST calculated
GHA,2017,3.8610496598035664,WDI-calculated corruption score share of 148,CC.EST calculated
GIN,2017,1.8356284281216082,WDI-calculated corruption score share of 148,CC.EST calculated
GMB,2017,2.8164444039779353,WDI-calculated corruption score share of 148,CC.EST calculated
GNB,2017,0.39317377867908915,WDI-calculated corruption score share of 148,CC.EST calculated
GNQ,2017,0.2648204012312644,WDI-calculated corruption score share of 148,CC.EST calculated
KEN,2017,1.9975112519985445,WDI-calculated corruption score share of 148,CC.EST calculated
LBR,2017,2.7408849948455565,WDI-calculated corruption score share of 148,CC.EST calculated
LBY,2017,0.49104371391752893,WDI-calculated corruption score share of 148,CC.EST calculated
LSO,2017,4.362972185643137,WDI-calculated corruption score share of 148,CC.EST calculated
MAR,2017,4.000324723537906,WDI-calculated corruption score share of 148,CC.EST calculated
MDG,2017,1.7407866391988354,WDI-calculated corruption score share of 148,CC.EST calculated
MLI,2017,2.7962260236995355,WDI-calculated corruption score share of 148,CC.EST calculated
MOZ,2017,2.3010100260276998,WDI-calculated corruption score share of 148,CC.EST calculated
MRT,2017,2.51846649335359,WDI-calculated corruption score share of 148,CC.EST calculated
MUS,2017,4.919325679993771,WDI-calculated corruption score share of 148,CC.EST calculated
MWI,2017,2.739644794198936,WDI-calculated corruption score share of 148,CC.EST calculated
NAM,2017,5.1908173169401515,WDI-calculated corruption score share of 148,CC.EST calculated
NER,2017,2.7394246493473124,WDI-calculated corruption score share of 148,CC.EST calculated
NGA,2017,1.6765982504688175,WDI-calculated corruption score share of 148,CC.EST calculated
RWA,2017,6.0804834715881375,WDI-calculated corruption score share of 148,CC.EST calculated
SDN,2017,0.48704816183430943,WDI-calculated corruption score share of 148,CC.EST calculated
SEN,2017,4.220242310239091,WDI-calculated corruption score share of 148,CC.EST calculated
SLE,2017,2.9908728672907254,WDI-calculated corruption score share of 148,CC.EST calculated
SOM,2017,0.015631516044763746,WDI-calculated corruption score share of 148,CC.EST calculated
SSD,2017,0.0,WDI-calculated corruption score share of 148,CC.EST calculated
STP,2017,4.90813366198737,WDI-calculated corruption score share of 148,CC.EST calculated
SWZ,2017,4.327815303003659,WDI-calculated corruption score share of 148,CC.EST calculated
SYC,2017,6.7089008058144035,WDI-calculated corruption score share of 148,CC.EST calculated
TCD,2017,0.7552985122223043,WDI-calculated corruption score share of 148,CC.EST calculated
TGO,2017,2.6161886390412863,WDI-calculated corruption score share of 148,CC.EST calculated
TUN,2017,4.103300903214976,WDI-calculated corruption score share of 148,CC.EST calculated
TZA,2017,3.257692199169458,WDI-calculated corruption score share of 148,CC.EST calculated
UGA,2017,1.7533429010086374,WDI-calculated corruption score share of 148,CC.EST calculated
ZAF,2017,4.185494908569689,WDI-calculated corruption score share of 148,CC.EST calculated
ZMB,2017,3.0495791873730016,WDI-calculated corruption score share of 148,CC.EST calculated
ZWE,2017,1.1627253614906123,WDI-calculated corruption score share of 148,CC.EST calculated
AGO,2018,1.457247510576711,WDI-calculated corruption score share of 148,CC.EST calculated
BDI,2018,0.7643716261244266,WDI-calculated corruption score share of 148,CC.EST calculated
BEN,2018,3.465013594885193,WDI-calculated corruption score share of 148,CC.EST calculated
BFA,2018,4.111262200117524,WDI-calculated corruption score share of 148,CC.EST calculated
BWA,2018,6.2254422951504536,WDI-calculated corruption score share of 148,CC.EST calculated
CAF,2018,1.3731871219523286,WDI-calculated corruption score share of 148,CC.EST calculated
CIV,2018,3.1305560490090643,WDI-calculated corruption score share of 148,CC.EST calculated
CMR,2018,1.5477506545743225,WDI-calculated corruption score share of 148,CC.EST calculated
COD,2018,0.6659929499217518,WDI-calculated corruption score share of 148,CC.EST calculated
