Country,iso3,year,value,indicator code,indicator description
Uruguay,URY,,0.0523857313144401,FSI,Financial Secrecy Index
United States,USA,,0.0722549676176887,FSI,Financial Secrecy Index
Uzbekistan,UZB,,0.0325004375643323,FSI,Financial Secrecy Index
Vatican,VAT,,,FSI,Financial Secrecy Index
St. Vincent & Grenadines,VCT,,1.8354383646076664,FSI,Financial Secrecy Index
Venezuela,VEN,,0.9031924624226946,FSI,Financial Secrecy Index
British Virgin Islands,VGB,,,FSI,Financial Secrecy Index
US Virgin Islands,VIR,,,FSI,Financial Secrecy Index
Vietnam,VNM,,0.2672691405763705,FSI,Financial Secrecy Index
Vanuatu,VUT,,0.3750894390833789,FSI,Financial Secrecy Index
Wallis and Futuna Islands,WLF,,,FSI,Financial Secrecy Index
Samoa,WSM,,6.27703038694612,FSI,Financial Secrecy Index
,XKX,,,FSI,Financial Secrecy Index
Yemen,YEM,,0.0576626717696736,FSI,Financial Secrecy Index
South Africa,ZAF,,0.2389517195370023,FSI,Financial Secrecy Index
Zambia,ZMB,,1.530793593560054,FSI,Financial Secrecy Index
Zimbabwe,ZWE,,0.3046156516968057,FSI,Financial Secrecy Index
Aruba,ABW,,22.35667419433594,FSI,Financial Secrecy Index
Afghanistan,AFG,,2.024689197540283,FSI,Financial Secrecy Index
Angola,AGO,,309.810765504837,FSI,Financial Secrecy Index
Anguilla,AIA,,0.0,FSI,Financial Secrecy Index
Albania,ALB,,49.74406428337097,FSI,Financial Secrecy Index
Andorra,AND,,8.142801284790039,FSI,Financial Secrecy Index
Netherlands Antilles,ANT,,,FSI,Financial Secrecy Index
United Arab Emirates,ARE,,0.0,FSI,Financial Secrecy Index
Argentina,ARG,,1368.790710151196,FSI,Financial Secrecy Index
Armenia,ARM,,25.08187513351441,FSI,Financial Secrecy Index
American Samoa,ASM,,0.0,FSI,Financial Secrecy Index
French Southern Territories,ATF,,,FSI,Financial Secrecy Index
Antigua and Barbuda,ATG,,2.337651014328003,FSI,Financial Secrecy Index
Australia,AUS,,3785.47862392664,FSI,Financial Secrecy Index
Austria,AUT,,1313.112182617188,FSI,Financial Secrecy Index
Azerbaijan,AZE,,22.51102256774902,FSI,Financial Secrecy Index
Burundi,BDI,,1.850738286972046,FSI,Financial Secrecy Index
Belgium,BEL,,3768.744261294603,FSI,Financial Secrecy Index
Benin,BEN,,16.31187162399292,FSI,Financial Secrecy Index
"Bonaire, Sint Eustatius and Saba",BES,,1.964985013008118,FSI,Financial Secrecy Index
Burkina Faso,BFA,,12.30605757236481,FSI,Financial Secrecy Index
Bangladesh,BGD,,396.908519744873,FSI,Financial Secrecy Index
Bulgaria,BGR,,153.2334676459431,FSI,Financial Secrecy Index
Bahrain,BHR,,0.0,FSI,Financial Secrecy Index
Bahamas,BHS,,0.0,FSI,Financial Secrecy Index
Bosnia and Herzegovina,BIH,,16.90112388134003,FSI,Financial Secrecy Index
Belarus,BLR,,30.03795728445053,FSI,Financial Secrecy Index
Belize,BLZ,,98.3358383178711,FSI,Financial Secrecy Index
Bermuda,BMU,,0.0,FSI,Financial Secrecy Index
Bolivia,BOL,,91.89218711853027,FSI,Financial Secrecy Index
Brazil,BRA,,7926.624839663506,FSI,Financial Secrecy Index
Barbados,BRB,,188.4261703491211,FSI,Financial Secrecy Index
Brunei,BRN,,13.87500017881393,FSI,Financial Secrecy Index
Bhutan,BTN,,0.1112302243709564,FSI,Financial Secrecy Index
Bouvet Island,BVT,,,FSI,Financial Secrecy Index
Botswana,BWA,,16.03442123532295,FSI,Financial Secrecy Index
Central African Republic,CAF,,0.3929566740989685,FSI,Financial Secrecy Index
Canada,CAN,,3650.585151910782,FSI,Financial Secrecy Index
Cocos Islands,CCK,,,FSI,Financial Secrecy Index
Switzerland,CHE,,4669.696001768112,FSI,Financial Secrecy Index
Chile,CHL,,1757.433090209961,FSI,Financial Secrecy Index
China,CHN,,11435.2109375,FSI,Financial Secrecy Index
Cote d'Ivoire,CIV,,121.3219604492188,FSI,Financial Secrecy Index
Cameroon,CMR,,65.75869384765625,FSI,Financial Secrecy Index
Congo DRC,COD,,210.6176071166992,FSI,Financial Secrecy Index
"Congo, Rep.",COG,,577.8057157516479,FSI,Financial Secrecy Index
Cook Islands,COK,,74.60000000000001,FSI,Financial Secrecy Index
Colombia,COL,,1891.784381103516,FSI,Financial Secrecy Index
Comoros,COM,,13.82920050621033,FSI,Financial Secrecy Index
Cape Verde,CPV,,11.16445517539978,FSI,Financial Secrecy Index
Costa Rica,CRI,,260.9567779541015,FSI,Financial Secrecy Index
Cuba,CUB,,4.919833660125732,FSI,Financial Secrecy Index
Cura�ao,CUW,,350.2822057902813,FSI,Financial Secrecy Index
Christmas Island,CXR,,,FSI,Financial Secrecy Index
Cayman Islands,CYM,,0.0,FSI,Financial Secrecy Index
Cyprus,CYP,,1102.572326660156,FSI,Financial Secrecy Index
Czechia,CZE,,757.639860868454,FSI,Financial Secrecy Index
Germany,DEU,,26046.21503156424,FSI,Financial Secrecy Index
Djibouti,DJI,,11.24561166763306,FSI,Financial Secrecy Index
Dominica,DMA,,5.127223491668701,FSI,Financial Secrecy Index
Denmark,DNK,,1778.091862380505,FSI,Financial Secrecy Index
Dominican Republic,DOM,,252.3715872192383,FSI,Financial Secrecy Index
Algeria,DZA,,62.50424392700195,FSI,Financial Secrecy Index
Ecuador,ECU,,140.5101928710938,FSI,Financial Secrecy Index
Egypt,EGY,,438.3702506124973,FSI,Financial Secrecy Index
Eritrea,ERI,,1.283261895179749,FSI,Financial Secrecy Index
Western Sahara,ESH,,,FSI,Financial Secrecy Index
Spain,ESP,,6424.654174804688,FSI,Financial Secrecy Index
Estonia,EST,,97.02481433749196,FSI,Financial Secrecy Index
Ethiopia,ETH,,53.42755737304687,FSI,Financial Secrecy Index
Finland,FIN,,904.9276166558266,FSI,Financial Secrecy Index
Fiji,FJI,,7.955691659450531,FSI,Financial Secrecy Index
Falkland Islands,FLK,,2.722721099853516,FSI,Financial Secrecy Index
France,FRA,,33024.64722549915,FSI,Financial Secrecy Index
Faroe Islands,FRO,,1.690727353096008,FSI,Financial Secrecy Index
Micronesia,FSM,,0.4893393218517303,FSI,Financial Secrecy Index
Gabon,GAB,,47.23937827348709,FSI,Financial Secrecy Index
United Kingdom,GBR,,44684.20057171583,FSI,Financial Secrecy Index
Georgia,GEO,,20.79117946624756,FSI,Financial Secrecy Index
Guernsey,GGY,,410.8500671386719,FSI,Financial Secrecy Index
Ghana,GHA,,114.9710922241211,FSI,Financial Secrecy Index
Gibraltar,GIB,,226.0912780761719,FSI,Financial Secrecy Index
Guinea,GIN,,7.900061655044555,FSI,Financial Secrecy Index
Guadeloupe,GLP,,0.0,FSI,Financial Secrecy Index
Gambia,GMB,,18.18115651130676,FSI,Financial Secrecy Index
Guinea-Bissau,GNB,,1.622946381568909,FSI,Financial Secrecy Index
Equatorial Guinea,GNQ,,9.928250980377197,FSI,Financial Secrecy Index
Greece,GRC,,1526.988682955503,FSI,Financial Secrecy Index
Grenada,GRD,,3.249727582931519,FSI,Financial Secrecy Index
Greenland,GRL,,11.52605608558655,FSI,Financial Secrecy Index
Guatemala,GTM,,114.891263961792,FSI,Financial Secrecy Index
French Guiana,GUF,,0.0,FSI,Financial Secrecy Index
Guam,GUM,,19.32417441921309,FSI,Financial Secrecy Index
Guyana,GUY,,1.723265171051025,FSI,Financial Secrecy Index
Hong Kong,HKG,,1213.427653104067,FSI,Financial Secrecy Index
Heard Island and McDonald Islands,HMD,,,FSI,Financial Secrecy Index
Honduras,HND,,196.3926525115967,FSI,Financial Secrecy Index
Croatia,HRV,,102.4350358843804,FSI,Financial Secrecy Index
Haiti,HTI,,3.358110189437866,FSI,Financial Secrecy Index
Hungary,HUN,,377.1345047950745,FSI,Financial Secrecy Index
Indonesia,IDN,,2806.311920166016,FSI,Financial Secrecy Index
Isle of Man,IMN,,240.1716003417969,FSI,Financial Secrecy Index
India,IND,,31703.62816238403,FSI,Financial Secrecy Index
British Indian Ocean Territory,IOT,,,FSI,Financial Secrecy Index
Ireland,IRL,,13589.8603515625,FSI,Financial Secrecy Index
Iran,IRN,,26.46349334716797,FSI,Financial Secrecy Index
Iraq,IRQ,,54.39707899093628,FSI,Financial Secrecy Index
Iceland,ISL,,156.7501254230738,FSI,Financial Secrecy Index
Israel,ISR,,1130.049154549837,FSI,Financial Secrecy Index
Italy,ITA,,4771.25494235754,FSI,Financial Secrecy Index
Jamaica,JAM,,97.1974892616272,FSI,Financial Secrecy Index
Jersey,JEY,,1411.52880859375,FSI,Financial Secrecy Index
Jordan,JOR,,120.7905166625977,FSI,Financial Secrecy Index
Japan,JPN,,8319.468981742859,FSI,Financial Secrecy Index
Kazakhstan,KAZ,,183.3388107299805,FSI,Financial Secrecy Index
Kenya,KEN,,189.8456031680107,FSI,Financial Secrecy Index
Kyrgyz Republic,KGZ,,5.533579158782959,FSI,Financial Secrecy Index
Cambodia,KHM,,257.7541103363037,FSI,Financial Secrecy Index
Kiribati,KIR,,0.2210721969604492,FSI,Financial Secrecy Index
St. Kitts and Nevis,KNA,,0.8348432779312134,FSI,Financial Secrecy Index
South Korea,KOR,,685.0639278590679,FSI,Financial Secrecy Index
Kuwait,KWT,,32.85,FSI,Financial Secrecy Index
Laos,LAO,,31.50623824119568,FSI,Financial Secrecy Index
Lebanon,LBN,,141.2597579956055,FSI,Financial Secrecy Index
Liberia,LBR,,205.7955780029297,FSI,Financial Secrecy Index
Libya,LBY,,58.17490158081055,FSI,Financial Secrecy Index
St. Lucia,LCA,,6.05898904800415,FSI,Financial Secrecy Index
Liechtenstein,LIE,,95.4038314819336,FSI,Financial Secrecy Index
Sri Lanka,LKA,,413.248630104065,FSI,Financial Secrecy Index
Lesotho,LSO,,1.982756733894348,FSI,Financial Secrecy Index
Lithuania,LTU,,113.282990783453,FSI,Financial Secrecy Index
Luxembourg,LUX,,11183.48597455025,FSI,Financial Secrecy Index
Latvia,LVA,,91.73095874488354,FSI,Financial Secrecy Index
Macao,MAC,,108.1611352488399,FSI,Financial Secrecy Index
St. Martin,MAF,,14.35,FSI,Financial Secrecy Index
Morocco,MAR,,982.5372666931152,FSI,Financial Secrecy Index
Monaco,MCO,,0.0,FSI,Financial Secrecy Index
Moldova,MDA,,21.93344228982925,FSI,Financial Secrecy Index
Madagascar,MDG,,13.02882404327393,FSI,Financial Secrecy Index
Maldives,MDV,,37.36506286263467,FSI,Financial Secrecy Index
Mexico,MEX,,6685.348308026792,FSI,Financial Secrecy Index
Marshall Islands,MHL,,70.66116333007812,FSI,Financial Secrecy Index
North Macedonia,MKD,,20.58530402183533,FSI,Financial Secrecy Index
Mali,MLI,,34.70608959197997,FSI,Financial Secrecy Index
Malta,MLT,,361.4553218654224,FSI,Financial Secrecy Index
Myanmar,MMR,,141.7528028488159,FSI,Financial Secrecy Index
Montenegro,MNE,,9.185263986587524,FSI,Financial Secrecy Index
Mongolia,MNG,,121.1464376449585,FSI,Financial Secrecy Index
Northern Mariana Islands,MNP,,71.19,FSI,Financial Secrecy Index
Mozambique,MOZ,,147.2863201904297,FSI,Financial Secrecy Index
Mauritania,MRT,,8.237890243530273,FSI,Financial Secrecy Index
Montserrat,MSR,,0.1497855186462402,FSI,Financial Secrecy Index
Martinique,MTQ,,,FSI,Financial Secrecy Index
Mauritius,MUS,,312.1566857993603,FSI,Financial Secrecy Index
Malawi,MWI,,33.08773536682129,FSI,Financial Secrecy Index
Malaysia,MYS,,1064.995627209544,FSI,Financial Secrecy Index
Mayotte,MYT,,,FSI,Financial Secrecy Index
Namibia,NAM,,57.3281884765625,FSI,Financial Secrecy Index
New Caledonia,NCL,,9.803850173950195,FSI,Financial Secrecy Index
Niger,NER,,1.143443584442139,FSI,Financial Secrecy Index
Norfolk Island,NFK,,,FSI,Financial Secrecy Index
Nigeria,NGA,,553.9865121245384,FSI,Financial Secrecy Index
Nicaragua,NIC,,134.9944839477539,FSI,Financial Secrecy Index
Niue,NIU,,,FSI,Financial Secrecy Index
Netherlands,NLD,,10094.1376953125,FSI,Financial Secrecy Index
Norway,NOR,,1620.146555647254,FSI,Financial Secrecy Index
Nepal,NPL,,8.82049789428711,FSI,Financial Secrecy Index
Nauru,NRU,,0.0173694547265768,FSI,Financial Secrecy Index
New Zealand,NZL,,592.3817486763,FSI,Financial Secrecy Index
Oman,OMN,,132.6000052690506,FSI,Financial Secrecy Index
Pakistan,PAK,,126.9414985656738,FSI,Financial Secrecy Index
Panama,PAN,,869.9684753417969,FSI,Financial Secrecy Index
Pitcairn,PCN,,,FSI,Financial Secrecy Index
Peru,PER,,835.5104117393493,FSI,Financial Secrecy Index
Philippines,PHL,,3223.136373901367,FSI,Financial Secrecy Index
Palau,PLW,,0.0004813130944967,FSI,Financial Secrecy Index
Papua New Guinea,PNG,,6.131967234611511,FSI,Financial Secrecy Index
Poland,POL,,2910.441175639629,FSI,Financial Secrecy Index
Puerto Rico,PRI,,188.9374830669165,FSI,Financial Secrecy Index
North Korea,PRK,,0.0207012053579092,FSI,Financial Secrecy Index
Portugal,PRT,,1204.507653355598,FSI,Financial Secrecy Index
Paraguay,PRY,,13.60712922364473,FSI,Financial Secrecy Index
Palestine,PSE,,3.275215148925781,FSI,Financial Secrecy Index
French Polynesia,PYF,,8.230829734802246,FSI,Financial Secrecy Index
Qatar,QAT,,101.0,FSI,Financial Secrecy Index
Reunion,REU,,,FSI,Financial Secrecy Index
Romania,ROU,,1179.981191068888,FSI,Financial Secrecy Index
Russia,RUS,,1315.252809792757,FSI,Financial Secrecy Index
Rwanda,RWA,,5.125652956962585,FSI,Financial Secrecy Index
Saudi Arabia,SAU,,0.0,FSI,Financial Secrecy Index
Sudan,SDN,,3.721464920043945,FSI,Financial Secrecy Index
Senegal,SEN,,82.34153747558595,FSI,Financial Secrecy Index
Singapore,SGP,,2394.096617624164,FSI,Financial Secrecy Index
South Georgia and the South Sandwich Islands,SGS,,,FSI,Financial Secrecy Index
Saint Helena,SHN,,,FSI,Financial Secrecy Index
Svalbard and Jan Mayen Islands,SJM,,,FSI,Financial Secrecy Index
Solomon Islands,SLB,,1.660635352134705,FSI,Financial Secrecy Index
Sierra Leone,SLE,,7.091467499732971,FSI,Financial Secrecy Index
El Salvador,SLV,,239.8441169738769,FSI,Financial Secrecy Index
San Marino,SMR,,5.265253067016602,FSI,Financial Secrecy Index
Somalia,SOM,,3.265243768692017,FSI,Financial Secrecy Index
St. Pierre and Miquelon,SPM,,,FSI,Financial Secrecy Index
Serbia,SRB,,116.0407045781613,FSI,Financial Secrecy Index
South Sudan,SSD,,0.0906932353973388,FSI,Financial Secrecy Index
Sao Tome and Principe,STP,,0.1391700804233551,FSI,Financial Secrecy Index
Suriname,SUR,,10.08948993682861,FSI,Financial Secrecy Index
Slovakia,SVK,,550.7413508594036,FSI,Financial Secrecy Index
Slovenia,SVN,,217.2283589243889,FSI,Financial Secrecy Index
Sweden,SWE,,2394.99499976635,FSI,Financial Secrecy Index
Eswatini,SWZ,,16.26119256019592,FSI,Financial Secrecy Index
Sint Maarten,SXM,,14.54884948730469,FSI,Financial Secrecy Index
Seychelles,SYC,,121.4904373884201,FSI,Financial Secrecy Index
Syria,SYR,,3.741392374038696,FSI,Financial Secrecy Index
Turks and Caicos Islands,TCA,,13.81422233581543,FSI,Financial Secrecy Index
Chad,TCD,,5.328392601013183,FSI,Financial Secrecy Index
Togo,TGO,,10.58378701210022,FSI,Financial Secrecy Index
Thailand,THA,,880.8333286494017,FSI,Financial Secrecy Index
Tajikistan,TJK,,0.7543163895606995,FSI,Financial Secrecy Index
Tokelau,TKL,,,FSI,Financial Secrecy Index
Turkmenistan,TKM,,0.6359349489212036,FSI,Financial Secrecy Index
Timor-Leste,TLS,,5.419950562715531,FSI,Financial Secrecy Index
Tonga,TON,,0.0402479469776153,FSI,Financial Secrecy Index
Trinidad and Tobago,TTO,,69.79414176940918,FSI,Financial Secrecy Index
Tunisia,TUN,,307.6792945861816,FSI,Financial Secrecy Index
Turkey,TUR,,1188.783539384604,FSI,Financial Secrecy Index
Tuvalu,TUV,,0.027484506368637,FSI,Financial Secrecy Index
Taiwan,TWN,,9311.14384765625,FSI,Financial Secrecy Index
Tanzania,TZA,,124.6576862335205,FSI,Financial Secrecy Index
Uganda,UGA,,34.26893463134765,FSI,Financial Secrecy Index
Ukraine,UKR,,458.9884015655517,FSI,Financial Secrecy Index
United States Minor Outlying Islands,UMI,,,FSI,Financial Secrecy Index
Uruguay,URY,,171.7408142089844,FSI,Financial Secrecy Index
United States,USA,,177270.0915625,FSI,Financial Secrecy Index
Uzbekistan,UZB,,12.00568904876709,FSI,Financial Secrecy Index
Vatican,VAT,,,FSI,Financial Secrecy Index
St. Vincent & Grenadines,VCT,,23.9191722869873,FSI,Financial Secrecy Index
Venezuela,VEN,,1143.663991699219,FSI,Financial Secrecy Index
British Virgin Islands,VGB,,0.0,FSI,Financial Secrecy Index
US Virgin Islands,VIR,,53.13,FSI,Financial Secrecy Index
Vietnam,VNM,,1568.645785301924,FSI,Financial Secrecy Index
Vanuatu,VUT,,4.750605583190918,FSI,Financial Secrecy Index
Wallis and Futuna Islands,WLF,,0.0,FSI,Financial Secrecy Index
Samoa,WSM,,142.3091540527344,FSI,Financial Secrecy Index
,XKX,,0.0,FSI,Financial Secrecy Index
Yemen,YEM,,3.432613372802734,FSI,Financial Secrecy Index
South Africa,ZAF,,2006.294730037451,FSI,Financial Secrecy Index
Zambia,ZMB,,829.5368225097656,FSI,Financial Secrecy Index
Zimbabwe,ZWE,,51.34939575195312,FSI,Financial Secrecy Index
Aruba,ABW,,0.1133399524913156,FSI,Financial Secrecy Index
Afghanistan,AFG,,0.022619454504613,FSI,Financial Secrecy Index
Angola,AGO,,0.3726202883265818,FSI,Financial Secrecy Index
Anguilla,AIA,,,FSI,Financial Secrecy Index
Albania,ALB,,0.1155022920428188,FSI,Financial Secrecy Index
Andorra,AND,,0.0555020456495189,FSI,Financial Secrecy Index
Netherlands Antilles,ANT,,,FSI,Financial Secrecy Index
United Arab Emirates,ARE,,,FSI,Financial Secrecy Index
Argentina,ARG,,0.0441292794294764,FSI,Financial Secrecy Index
Armenia,ARM,,0.1627397233014766,FSI,Financial Secrecy Index
American Samoa,ASM,,,FSI,Financial Secrecy Index
French Southern Territories,ATF,,,FSI,Financial Secrecy Index
Antigua and Barbuda,ATG,,0.0501227870084597,FSI,Financial Secrecy Index
Australia,AUS,,0.0413315522605551,FSI,Financial Secrecy Index
Austria,AUT,,0.0382432512708194,FSI,Financial Secrecy Index
Azerbaijan,AZE,,0.051260804281924,FSI,Financial Secrecy Index
Burundi,BDI,,0.0365707799327167,FSI,Financial Secrecy Index
Belgium,BEL,,0.0887062196447212,FSI,Financial Secrecy Index
Benin,BEN,,0.2331650064010642,FSI,Financial Secrecy Index
"Bonaire, Sint Eustatius and Saba",BES,,,FSI,Financial Secrecy Index
Burkina Faso,BFA,,0.0323693629068122,FSI,Financial Secrecy Index
Bangladesh,BGD,,0.3104712039774925,FSI,Financial Secrecy Index
Bulgaria,BGR,,0.0545299844713442,FSI,Financial Secrecy Index
Bahrain,BHR,,,FSI,Financial Secrecy Index
Bahamas,BHS,,,FSI,Financial Secrecy Index
Bosnia and Herzegovina,BIH,,0.0134773580230117,FSI,Financial Secrecy Index
Belarus,BLR,,0.0125905004020999,FSI,Financial Secrecy Index
Belize,BLZ,,1.088060930374818,FSI,Financial Secrecy Index
Bermuda,BMU,,,FSI,Financial Secrecy Index
Bolivia,BOL,,0.0508636879957866,FSI,Financial Secrecy Index
Brazil,BRA,,0.1042929092069635,FSI,Financial Secrecy Index
Barbados,BRB,,1.258018298390933,FSI,Financial Secrecy Index
Brunei,BRN,,0.0445480863654811,FSI,Financial Secrecy Index
Bhutan,BTN,,0.0018690425882778,FSI,Financial Secrecy Index
Bouvet Island,BVT,,,FSI,Financial Secrecy Index
Botswana,BWA,,0.0207777536065791,FSI,Financial Secrecy Index
Central African Republic,CAF,,0.0257019920698747,FSI,Financial Secrecy Index
Canada,CAN,,0.0266815635721134,FSI,Financial Secrecy Index
Cocos Islands,CCK,,,FSI,Financial Secrecy Index
Switzerland,CHE,,0.1735755710046459,FSI,Financial Secrecy Index
Chile,CHL,,0.1280272459475541,FSI,Financial Secrecy Index
China,CHN,,0.0272611599262013,FSI,Financial Secrecy Index
Cote d'Ivoire,CIV,,0.1732296327872796,FSI,Financial Secrecy Index
Cameroon,CMR,,0.7819698757666874,FSI,Financial Secrecy Index
Congo DRC,COD,,0.8896305210239469,FSI,Financial Secrecy Index
"Congo, Rep.",COG,,5.377772180222173,FSI,Financial Secrecy Index
Cook Islands,COK,,8.714939959995672,FSI,Financial Secrecy Index
Colombia,COL,,0.1034629459756165,FSI,Financial Secrecy Index
Comoros,COM,,2.737469669634898,FSI,Financial Secrecy Index
Cape Verde,CPV,,0.1760513718914349,FSI,Financial Secrecy Index
Costa Rica,CRI,,0.0763530884567114,FSI,Financial Secrecy Index
Cuba,CUB,,0.000494395677423,FSI,Financial Secrecy Index
Cura�ao,CUW,,1.882713340778287,FSI,Financial Secrecy Index
Christmas Island,CXR,,,FSI,Financial Secrecy Index
Cayman Islands,CYM,,,FSI,Financial Secrecy Index
Cyprus,CYP,,1.486586497655886,FSI,Financial Secrecy Index
Czechia,CZE,,0.0481142569709146,FSI,Financial Secrecy Index
Germany,DEU,,0.0738060721702526,FSI,Financial Secrecy Index
Djibouti,DJI,,0.3350379832335391,FSI,Financial Secrecy Index
Dominica,DMA,,0.2163357584232645,FSI,Financial Secrecy Index
Denmark,DNK,,0.0589871672972894,FSI,Financial Secrecy Index
Dominican Republic,DOM,,0.1161286174989737,FSI,Financial Secrecy Index
Algeria,DZA,,0.0087289175385264,FSI,Financial Secrecy Index
Ecuador,ECU,,0.0308788503813482,FSI,Financial Secrecy Index
Egypt,EGY,,0.1234932745071633,FSI,Financial Secrecy Index
Eritrea,ERI,,0.0293757152516957,FSI,Financial Secrecy Index
Western Sahara,ESH,,,FSI,Financial Secrecy Index
Spain,ESP,,0.0714984905209225,FSI,Financial Secrecy Index
Estonia,EST,,0.064386806408735,FSI,Financial Secrecy Index
Ethiopia,ETH,,0.0823265958148156,FSI,Financial Secrecy Index
Finland,FIN,,0.0462317883745304,FSI,Financial Secrecy Index
Fiji,FJI,,0.0609486820876199,FSI,Financial Secrecy Index
Falkland Islands,FLK,,,FSI,Financial Secrecy Index
France,FRA,,0.1432523456208229,FSI,Financial Secrecy Index
Faroe Islands,FRO,,0.0086079767080793,FSI,Financial Secrecy Index
Micronesia,FSM,,0.0367341800585831,FSI,Financial Secrecy Index
Gabon,GAB,,0.1741092175103581,FSI,Financial Secrecy Index
United Kingdom,GBR,,0.1975736971433002,FSI,Financial Secrecy Index
Georgia,GEO,,0.0420918393068257,FSI,Financial Secrecy Index
Guernsey,GGY,,,FSI,Financial Secrecy Index
Ghana,GHA,,0.1241197217753201,FSI,Financial Secrecy Index
Gibraltar,GIB,,2.087545813040021,FSI,Financial Secrecy Index
Guinea,GIN,,0.1030785065363715,FSI,Financial Secrecy Index
Guadeloupe,GLP,,,FSI,Financial Secrecy Index
