Country,iso3,year,value,indicator code,indicator description
North Korea,PRK,2019,,FSI,Financial Secrecy Index
Portugal,PRT,2019,0.0033540084804971,FSI,Financial Secrecy Index
Paraguay,PRY,2019,,FSI,Financial Secrecy Index
Palestine,PSE,2019,,FSI,Financial Secrecy Index
French Polynesia,PYF,2019,,FSI,Financial Secrecy Index
Qatar,QAT,2019,,FSI,Financial Secrecy Index
Reunion,REU,2019,,FSI,Financial Secrecy Index
Romania,ROU,2019,0.0046798946922401,FSI,Financial Secrecy Index
Russia,RUS,2019,,FSI,Financial Secrecy Index
Rwanda,RWA,2019,,FSI,Financial Secrecy Index
Saudi Arabia,SAU,2019,,FSI,Financial Secrecy Index
Sudan,SDN,2019,,FSI,Financial Secrecy Index
Senegal,SEN,2019,,FSI,Financial Secrecy Index
Singapore,SGP,2019,0.0392060280124555,FSI,Financial Secrecy Index
South Georgia and the South Sandwich Islands,SGS,2019,,FSI,Financial Secrecy Index
Saint Helena,SHN,2019,,FSI,Financial Secrecy Index
Svalbard and Jan Mayen Islands,SJM,2019,,FSI,Financial Secrecy Index
Solomon Islands,SLB,2019,,FSI,Financial Secrecy Index
Sierra Leone,SLE,2019,,FSI,Financial Secrecy Index
El Salvador,SLV,2019,,FSI,Financial Secrecy Index
San Marino,SMR,2019,0.0014903278354779,FSI,Financial Secrecy Index
Somalia,SOM,2019,,FSI,Financial Secrecy Index
St. Pierre and Miquelon,SPM,2019,,FSI,Financial Secrecy Index
Serbia,SRB,2019,,FSI,Financial Secrecy Index
South Sudan,SSD,2019,,FSI,Financial Secrecy Index
Sao Tome and Principe,STP,2019,,FSI,Financial Secrecy Index
Suriname,SUR,2019,,FSI,Financial Secrecy Index
Slovakia,SVK,2019,0.0035789487112047,FSI,Financial Secrecy Index
Slovenia,SVN,2019,0.0021238949788288,FSI,Financial Secrecy Index
Sweden,SWE,2019,0.0095971099995756,FSI,Financial Secrecy Index
Eswatini,SWZ,2019,,FSI,Financial Secrecy Index
Sint Maarten,SXM,2019,,FSI,Financial Secrecy Index
Seychelles,SYC,2019,0.004293075137624,FSI,Financial Secrecy Index
Syria,SYR,2019,,FSI,Financial Secrecy Index
Turks and Caicos Islands,TCA,2019,0.0069887911151693,FSI,Financial Secrecy Index
Chad,TCD,2019,,FSI,Financial Secrecy Index
Togo,TGO,2019,,FSI,Financial Secrecy Index
Thailand,THA,2019,,FSI,Financial Secrecy Index
Tajikistan,TJK,2019,,FSI,Financial Secrecy Index
Tokelau,TKL,2019,,FSI,Financial Secrecy Index
Turkmenistan,TKM,2019,,FSI,Financial Secrecy Index
Timor-Leste,TLS,2019,,FSI,Financial Secrecy Index
Tonga,TON,2019,,FSI,Financial Secrecy Index
Trinidad and Tobago,TTO,2019,,FSI,Financial Secrecy Index
Tunisia,TUN,2019,,FSI,Financial Secrecy Index
Turkey,TUR,2019,,FSI,Financial Secrecy Index
Tuvalu,TUV,2019,,FSI,Financial Secrecy Index
Taiwan,TWN,2019,0.0031616615153275,FSI,Financial Secrecy Index
Tanzania,TZA,2019,0.0010550501320156,FSI,Financial Secrecy Index
Uganda,UGA,2019,,FSI,Financial Secrecy Index
Ukraine,UKR,2019,,FSI,Financial Secrecy Index
United States Minor Outlying Islands,UMI,2019,,FSI,Financial Secrecy Index
Uruguay,URY,2019,,FSI,Financial Secrecy Index
United States,USA,2019,0.0107289100258836,FSI,Financial Secrecy Index
Uzbekistan,UZB,2019,,FSI,Financial Secrecy Index
Vatican,VAT,2019,,FSI,Financial Secrecy Index
St. Vincent & Grenadines,VCT,2019,,FSI,Financial Secrecy Index
Venezuela,VEN,2019,,FSI,Financial Secrecy Index
British Virgin Islands,VGB,2019,0.0728996179556984,FSI,Financial Secrecy Index
US Virgin Islands,VIR,2019,,FSI,Financial Secrecy Index
Vietnam,VNM,2019,,FSI,Financial Secrecy Index
Vanuatu,VUT,2019,,FSI,Financial Secrecy Index
Wallis and Futuna Islands,WLF,2019,,FSI,Financial Secrecy Index
Samoa,WSM,2019,,FSI,Financial Secrecy Index
,XKX,2019,,FSI,Financial Secrecy Index
Yemen,YEM,2019,,FSI,Financial Secrecy Index
South Africa,ZAF,2019,0.0048453025195935,FSI,Financial Secrecy Index
Zambia,ZMB,2019,,FSI,Financial Secrecy Index
Zimbabwe,ZWE,2019,,FSI,Financial Secrecy Index
Aruba,ABW,2021,0.002126485232601,FSI,Financial Secrecy Index
Afghanistan,AFG,2021,,FSI,Financial Secrecy Index
Angola,AGO,2021,,FSI,Financial Secrecy Index
Anguilla,AIA,2021,0.0057597872833982,FSI,Financial Secrecy Index
Albania,ALB,2021,,FSI,Financial Secrecy Index
Andorra,AND,2021,0.0015139748201028,FSI,Financial Secrecy Index
Netherlands Antilles,ANT,2021,,FSI,Financial Secrecy Index
United Arab Emirates,ARE,2021,0.0376033631656434,FSI,Financial Secrecy Index
Argentina,ARG,2021,0.0008184604914828,FSI,Financial Secrecy Index
Armenia,ARM,2021,,FSI,Financial Secrecy Index
American Samoa,ASM,2021,,FSI,Financial Secrecy Index
French Southern Territories,ATF,2021,,FSI,Financial Secrecy Index
Antigua and Barbuda,ATG,2021,,FSI,Financial Secrecy Index
Australia,AUS,2021,,FSI,Financial Secrecy Index
Austria,AUT,2021,0.0068456020510397,FSI,Financial Secrecy Index
Azerbaijan,AZE,2021,,FSI,Financial Secrecy Index
Burundi,BDI,2021,,FSI,Financial Secrecy Index
Belgium,BEL,2021,0.0219792913683246,FSI,Financial Secrecy Index
Benin,BEN,2021,,FSI,Financial Secrecy Index
"Bonaire, Sint Eustatius and Saba",BES,2021,,FSI,Financial Secrecy Index
Burkina Faso,BFA,2021,,FSI,Financial Secrecy Index
Bangladesh,BGD,2021,,FSI,Financial Secrecy Index
Bulgaria,BGR,2021,0.0038164213640675,FSI,Financial Secrecy Index
Bahrain,BHR,2021,,FSI,Financial Secrecy Index
Bahamas,BHS,2021,0.0328469236897001,FSI,Financial Secrecy Index
Bosnia and Herzegovina,BIH,2021,,FSI,Financial Secrecy Index
Belarus,BLR,2021,,FSI,Financial Secrecy Index
Belize,BLZ,2021,,FSI,Financial Secrecy Index
Bermuda,BMU,2021,0.0566709750434633,FSI,Financial Secrecy Index
Bolivia,BOL,2021,,FSI,Financial Secrecy Index
Brazil,BRA,2021,0.0012292853260096,FSI,Financial Secrecy Index
Barbados,BRB,2021,,FSI,Financial Secrecy Index
Brunei,BRN,2021,,FSI,Financial Secrecy Index
Bhutan,BTN,2021,,FSI,Financial Secrecy Index
Bouvet Island,BVT,2021,,FSI,Financial Secrecy Index
Botswana,BWA,2021,0.0018018830038031,FSI,Financial Secrecy Index
Central African Republic,CAF,2021,,FSI,Financial Secrecy Index
Canada,CAN,2021,,FSI,Financial Secrecy Index
Cocos Islands,CCK,2021,,FSI,Financial Secrecy Index
Switzerland,CHE,2021,0.0510788257055475,FSI,Financial Secrecy Index
Chile,CHL,2021,,FSI,Financial Secrecy Index
China,CHN,2021,0.0202516094277586,FSI,Financial Secrecy Index
Cote d'Ivoire,CIV,2021,,FSI,Financial Secrecy Index
Cameroon,CMR,2021,,FSI,Financial Secrecy Index
Congo DRC,COD,2021,,FSI,Financial Secrecy Index
"Congo, Rep.",COG,2021,,FSI,Financial Secrecy Index
Cook Islands,COK,2021,,FSI,Financial Secrecy Index
Colombia,COL,2021,,FSI,Financial Secrecy Index
Comoros,COM,2021,,FSI,Financial Secrecy Index
Cape Verde,CPV,2021,,FSI,Financial Secrecy Index
Costa Rica,CRI,2021,0.0057067614548363,FSI,Financial Secrecy Index
Cuba,CUB,2021,,FSI,Financial Secrecy Index
Cura�ao,CUW,2021,0.0079641909605561,FSI,Financial Secrecy Index
Christmas Island,CXR,2021,,FSI,Financial Secrecy Index
Cayman Islands,CYM,2021,0.0599385015765242,FSI,Financial Secrecy Index
Cyprus,CYP,2021,0.0311584755286324,FSI,Financial Secrecy Index
Czechia,CZE,2021,0.0060757396827536,FSI,Financial Secrecy Index
Germany,DEU,2021,0.0143324116605501,FSI,Financial Secrecy Index
Djibouti,DJI,2021,,FSI,Financial Secrecy Index
Dominica,DMA,2021,,FSI,Financial Secrecy Index
Denmark,DNK,2021,0.0066621935888416,FSI,Financial Secrecy Index
Dominican Republic,DOM,2021,,FSI,Financial Secrecy Index
Algeria,DZA,2021,,FSI,Financial Secrecy Index
Ecuador,ECU,2021,0.0009736506557758,FSI,Financial Secrecy Index
Egypt,EGY,2021,,FSI,Financial Secrecy Index
Eritrea,ERI,2021,,FSI,Financial Secrecy Index
Western Sahara,ESH,2021,,FSI,Financial Secrecy Index
Spain,ESP,2021,0.0155410597072976,FSI,Financial Secrecy Index
Estonia,EST,2021,0.0058100477413893,FSI,Financial Secrecy Index
Ethiopia,ETH,2021,,FSI,Financial Secrecy Index
Finland,FIN,2021,0.0068692459719245,FSI,Financial Secrecy Index
Fiji,FJI,2021,,FSI,Financial Secrecy Index
Falkland Islands,FLK,2021,,FSI,Financial Secrecy Index
France,FRA,2021,0.0205145082518795,FSI,Financial Secrecy Index
Faroe Islands,FRO,2021,,FSI,Financial Secrecy Index
Micronesia,FSM,2021,,FSI,Financial Secrecy Index
Gabon,GAB,2021,,FSI,Financial Secrecy Index
United Kingdom,GBR,2021,0.031229582185366,FSI,Financial Secrecy Index
Georgia,GEO,2021,,FSI,Financial Secrecy Index
Guernsey,GGY,2021,0.021554701596078,FSI,Financial Secrecy Index
Ghana,GHA,2021,0.0015413013775186,FSI,Financial Secrecy Index
Gibraltar,GIB,2021,0.0078741692462694,FSI,Financial Secrecy Index
Guinea,GIN,2021,,FSI,Financial Secrecy Index
Guadeloupe,GLP,2021,,FSI,Financial Secrecy Index
Gambia,GMB,2021,0.000286459004493,FSI,Financial Secrecy Index
Guinea-Bissau,GNB,2021,,FSI,Financial Secrecy Index
Equatorial Guinea,GNQ,2021,,FSI,Financial Secrecy Index
Greece,GRC,2021,0.0021026767338654,FSI,Financial Secrecy Index
Grenada,GRD,2021,,FSI,Financial Secrecy Index
Greenland,GRL,2021,,FSI,Financial Secrecy Index
Guatemala,GTM,2021,,FSI,Financial Secrecy Index
French Guiana,GUF,2021,,FSI,Financial Secrecy Index
Guam,GUM,2021,,FSI,Financial Secrecy Index
Guyana,GUY,2021,,FSI,Financial Secrecy Index
Hong Kong,HKG,2021,0.0407771568453471,FSI,Financial Secrecy Index
Heard Island and McDonald Islands,HMD,2021,,FSI,Financial Secrecy Index
Honduras,HND,2021,,FSI,Financial Secrecy Index
Croatia,HRV,2021,0.0029646903101231,FSI,Financial Secrecy Index
Haiti,HTI,2021,,FSI,Financial Secrecy Index
Hungary,HUN,2021,0.0135254483487693,FSI,Financial Secrecy Index
Indonesia,IDN,2021,,FSI,Financial Secrecy Index
Isle of Man,IMN,2021,0.0192023259584119,FSI,Financial Secrecy Index
India,IND,2021,,FSI,Financial Secrecy Index
British Indian Ocean Territory,IOT,2021,,FSI,Financial Secrecy Index
Ireland,IRL,2021,0.0329596344645817,FSI,Financial Secrecy Index
Iran,IRN,2021,,FSI,Financial Secrecy Index
Iraq,IRQ,2021,,FSI,Financial Secrecy Index
Iceland,ISL,2021,,FSI,Financial Secrecy Index
Israel,ISR,2021,,FSI,Financial Secrecy Index
Italy,ITA,2021,0.0100073186025778,FSI,Financial Secrecy Index
Jamaica,JAM,2021,,FSI,Financial Secrecy Index
Jersey,JEY,2021,0.0389470082089178,FSI,Financial Secrecy Index
Jordan,JOR,2021,,FSI,Financial Secrecy Index
Japan,JPN,2021,,FSI,Financial Secrecy Index
Kazakhstan,KAZ,2021,,FSI,Financial Secrecy Index
Kenya,KEN,2021,0.0014053004066381,FSI,Financial Secrecy Index
Kyrgyz Republic,KGZ,2021,,FSI,Financial Secrecy Index
Cambodia,KHM,2021,,FSI,Financial Secrecy Index
Kiribati,KIR,2021,,FSI,Financial Secrecy Index
St. Kitts and Nevis,KNA,2021,,FSI,Financial Secrecy Index
South Korea,KOR,2021,,FSI,Financial Secrecy Index
Kuwait,KWT,2021,,FSI,Financial Secrecy Index
Laos,LAO,2021,,FSI,Financial Secrecy Index
Lebanon,LBN,2021,0.0050095682038878,FSI,Financial Secrecy Index
Liberia,LBR,2021,0.0042238519377929,FSI,Financial Secrecy Index
Libya,LBY,2021,,FSI,Financial Secrecy Index
St. Lucia,LCA,2021,,FSI,Financial Secrecy Index
Liechtenstein,LIE,2021,0.0065843630940822,FSI,Financial Secrecy Index
Sri Lanka,LKA,2021,,FSI,Financial Secrecy Index
Lesotho,LSO,2021,,FSI,Financial Secrecy Index
Lithuania,LTU,2021,0.0027681849452657,FSI,Financial Secrecy Index
Luxembourg,LUX,2021,0.0409975403047952,FSI,Financial Secrecy Index
Latvia,LVA,2021,0.005406944381604,FSI,Financial Secrecy Index
Macao,MAC,2021,0.0039246146620259,FSI,Financial Secrecy Index
St. Martin,MAF,2021,,FSI,Financial Secrecy Index
Morocco,MAR,2021,,FSI,Financial Secrecy Index
Monaco,MCO,2021,0.0046440653151356,FSI,Financial Secrecy Index
Moldova,MDA,2021,,FSI,Financial Secrecy Index
Madagascar,MDG,2021,,FSI,Financial Secrecy Index
Maldives,MDV,2021,,FSI,Financial Secrecy Index
Mexico,MEX,2021,0.007318323214151,FSI,Financial Secrecy Index
Marshall Islands,MHL,2021,,FSI,Financial Secrecy Index
North Macedonia,MKD,2021,,FSI,Financial Secrecy Index
Mali,MLI,2021,,FSI,Financial Secrecy Index
Malta,MLT,2021,0.0172474096695781,FSI,Financial Secrecy Index
Myanmar,MMR,2021,,FSI,Financial Secrecy Index
Montenegro,MNE,2021,,FSI,Financial Secrecy Index
Mongolia,MNG,2021,,FSI,Financial Secrecy Index
Northern Mariana Islands,MNP,2021,,FSI,Financial Secrecy Index
Mozambique,MOZ,2021,,FSI,Financial Secrecy Index
Mauritania,MRT,2021,,FSI,Financial Secrecy Index
Montserrat,MSR,2021,7.47648200306e-05,FSI,Financial Secrecy Index
Martinique,MTQ,2021,,FSI,Financial Secrecy Index
Mauritius,MUS,2021,0.0228749870591244,FSI,Financial Secrecy Index
Malawi,MWI,2021,,FSI,Financial Secrecy Index
Malaysia,MYS,2021,,FSI,Financial Secrecy Index
Mayotte,MYT,2021,,FSI,Financial Secrecy Index
Namibia,NAM,2021,,FSI,Financial Secrecy Index
New Caledonia,NCL,2021,,FSI,Financial Secrecy Index
Niger,NER,2021,,FSI,Financial Secrecy Index
Norfolk Island,NFK,2021,,FSI,Financial Secrecy Index
Nigeria,NGA,2021,,FSI,Financial Secrecy Index
Nicaragua,NIC,2021,,FSI,Financial Secrecy Index
Niue,NIU,2021,,FSI,Financial Secrecy Index
Netherlands,NLD,2021,0.0554458178359881,FSI,Financial Secrecy Index
Norway,NOR,2021,,FSI,Financial Secrecy Index
Nepal,NPL,2021,,FSI,Financial Secrecy Index
Nauru,NRU,2021,,FSI,Financial Secrecy Index
New Zealand,NZL,2021,,FSI,Financial Secrecy Index
Oman,OMN,2021,,FSI,Financial Secrecy Index
Pakistan,PAK,2021,,FSI,Financial Secrecy Index
Panama,PAN,2021,0.0092762292007619,FSI,Financial Secrecy Index
Pitcairn,PCN,2021,,FSI,Financial Secrecy Index
Peru,PER,2021,0.0015418515354723,FSI,Financial Secrecy Index
Philippines,PHL,2021,,FSI,Financial Secrecy Index
Palau,PLW,2021,,FSI,Financial Secrecy Index
Papua New Guinea,PNG,2021,,FSI,Financial Secrecy Index
Poland,POL,2021,0.0032628181956865,FSI,Financial Secrecy Index
Puerto Rico,PRI,2021,,FSI,Financial Secrecy Index
North Korea,PRK,2021,,FSI,Financial Secrecy Index
Portugal,PRT,2021,0.0035381714739519,FSI,Financial Secrecy Index
Paraguay,PRY,2021,,FSI,Financial Secrecy Index
Palestine,PSE,2021,,FSI,Financial Secrecy Index
French Polynesia,PYF,2021,,FSI,Financial Secrecy Index
Qatar,QAT,2021,,FSI,Financial Secrecy Index
Reunion,REU,2021,,FSI,Financial Secrecy Index
Romania,ROU,2021,0.0055978433838128,FSI,Financial Secrecy Index
Russia,RUS,2021,,FSI,Financial Secrecy Index
Rwanda,RWA,2021,,FSI,Financial Secrecy Index
Saudi Arabia,SAU,2021,,FSI,Financial Secrecy Index
Sudan,SDN,2021,,FSI,Financial Secrecy Index
Senegal,SEN,2021,,FSI,Financial Secrecy Index
Singapore,SGP,2021,0.0387252148563742,FSI,Financial Secrecy Index
South Georgia and the South Sandwich Islands,SGS,2021,,FSI,Financial Secrecy Index
Saint Helena,SHN,2021,,FSI,Financial Secrecy Index
Svalbard and Jan Mayen Islands,SJM,2021,,FSI,Financial Secrecy Index
Solomon Islands,SLB,2021,,FSI,Financial Secrecy Index
Sierra Leone,SLE,2021,,FSI,Financial Secrecy Index
El Salvador,SLV,2021,,FSI,Financial Secrecy Index
San Marino,SMR,2021,0.0009305597744858,FSI,Financial Secrecy Index
Somalia,SOM,2021,,FSI,Financial Secrecy Index
St. Pierre and Miquelon,SPM,2021,,FSI,Financial Secrecy Index
Serbia,SRB,2021,,FSI,Financial Secrecy Index
South Sudan,SSD,2021,,FSI,Financial Secrecy Index
Sao Tome and Principe,STP,2021,,FSI,Financial Secrecy Index
Suriname,SUR,2021,,FSI,Financial Secrecy Index
Slovakia,SVK,2021,0.003489708180776,FSI,Financial Secrecy Index
Slovenia,SVN,2021,0.0021014483280767,FSI,Financial Secrecy Index
Sweden,SWE,2021,0.0105470933939647,FSI,Financial Secrecy Index
Eswatini,SWZ,2021,,FSI,Financial Secrecy Index
Sint Maarten,SXM,2021,,FSI,Financial Secrecy Index
Seychelles,SYC,2021,0.0037413983870652,FSI,Financial Secrecy Index
Syria,SYR,2021,,FSI,Financial Secrecy Index
Turks and Caicos Islands,TCA,2021,0.0065540700912406,FSI,Financial Secrecy Index
Chad,TCD,2021,,FSI,Financial Secrecy Index
Togo,TGO,2021,,FSI,Financial Secrecy Index
Thailand,THA,2021,,FSI,Financial Secrecy Index
Tajikistan,TJK,2021,,FSI,Financial Secrecy Index
Tokelau,TKL,2021,,FSI,Financial Secrecy Index
Turkmenistan,TKM,2021,,FSI,Financial Secrecy Index
Timor-Leste,TLS,2021,,FSI,Financial Secrecy Index
Tonga,TON,2021,,FSI,Financial Secrecy Index
Trinidad and Tobago,TTO,2021,,FSI,Financial Secrecy Index
Tunisia,TUN,2021,,FSI,Financial Secrecy Index
Turkey,TUR,2021,,FSI,Financial Secrecy Index
Tuvalu,TUV,2021,,FSI,Financial Secrecy Index
Taiwan,TWN,2021,0.0022200377411008,FSI,Financial Secrecy Index
Tanzania,TZA,2021,0.0011273698560192,FSI,Financial Secrecy Index
Uganda,UGA,2021,,FSI,Financial Secrecy Index
Ukraine,UKR,2021,,FSI,Financial Secrecy Index
United States Minor Outlying Islands,UMI,2021,,FSI,Financial Secrecy Index
Uruguay,URY,2021,,FSI,Financial Secrecy Index
United States,USA,2021,0.0116099644570554,FSI,Financial Secrecy Index
Uzbekistan,UZB,2021,,FSI,Financial Secrecy Index
Vatican,VAT,2021,,FSI,Financial Secrecy Index
St. Vincent & Grenadines,VCT,2021,,FSI,Financial Secrecy Index
Venezuela,VEN,2021,,FSI,Financial Secrecy Index
British Virgin Islands,VGB,2021,0.0644693017313464,FSI,Financial Secrecy Index
US Virgin Islands,VIR,2021,,FSI,Financial Secrecy Index
Vietnam,VNM,2021,,FSI,Financial Secrecy Index
Vanuatu,VUT,2021,,FSI,Financial Secrecy Index
Wallis and Futuna Islands,WLF,2021,,FSI,Financial Secrecy Index
Samoa,WSM,2021,,FSI,Financial Secrecy Index
,XKX,2021,,FSI,Financial Secrecy Index
Yemen,YEM,2021,,FSI,Financial Secrecy Index
South Africa,ZAF,2021,0.0044790359264844,FSI,Financial Secrecy Index
Zambia,ZMB,2021,,FSI,Financial Secrecy Index
Zimbabwe,ZWE,2021,,FSI,Financial Secrecy Index
Aruba,ABW,,6.785062503366633,FSI,Financial Secrecy Index
Afghanistan,AFG,,0.5978402348289609,FSI,Financial Secrecy Index
Angola,AGO,,2050.8,FSI,Financial Secrecy Index
Anguilla,AIA,,0.0,FSI,Financial Secrecy Index
Albania,ALB,,43.486590670273365,FSI,Financial Secrecy Index
Andorra,AND,,0.0,FSI,Financial Secrecy Index
Netherlands Antilles,ANT,,0.0,FSI,Financial Secrecy Index
United Arab Emirates,ARE,,1022.393222509486,FSI,Financial Secrecy Index
Argentina,ARG,,2341.815851562876,FSI,Financial Secrecy Index
Armenia,ARM,,29.000000435,FSI,Financial Secrecy Index
American Samoa,ASM,,0.0,FSI,Financial Secrecy Index
French Southern Territories,ATF,,0.0,FSI,Financial Secrecy Index
Antigua and Barbuda,ATG,,0.0,FSI,Financial Secrecy Index
Australia,AUS,,2365.613824126147,FSI,Financial Secrecy Index
Austria,AUT,,341.9642840056337,FSI,Financial Secrecy Index
Azerbaijan,AZE,,7.801623504325948,FSI,Financial Secrecy Index
Burundi,BDI,,0.0,FSI,Financial Secrecy Index
Belgium,BEL,,1151.05858195819,FSI,Financial Secrecy Index
Benin,BEN,,0.0512842010614638,FSI,Financial Secrecy Index
"Bonaire, Sint Eustatius and Saba",BES,,0.0,FSI,Financial Secrecy Index
Burkina Faso,BFA,,0.2302939573609298,FSI,Financial Secrecy Index
Bangladesh,BGD,,674.242802359294,FSI,Financial Secrecy Index
Bulgaria,BGR,,25.45827001164282,FSI,Financial Secrecy Index
Bahrain,BHR,,0.0,FSI,Financial Secrecy Index
Bahamas,BHS,,0.0,FSI,Financial Secrecy Index
Bosnia and Herzegovina,BIH,,17.45858002277679,FSI,Financial Secrecy Index
Belarus,BLR,,65.76319859328757,FSI,Financial Secrecy Index
Belize,BLZ,,0.0,FSI,Financial Secrecy Index
Bermuda,BMU,,9.05173334266608,FSI,Financial Secrecy Index
Bolivia,BOL,,103.2828569371772,FSI,Financial Secrecy Index
Brazil,BRA,,14630.7457677814,FSI,Financial Secrecy Index
Barbados,BRB,,0.094992574660249,FSI,Financial Secrecy Index
Brunei,BRN,,85.46283320055534,FSI,Financial Secrecy Index
Bhutan,BTN,,0.0,FSI,Financial Secrecy Index
Bouvet Island,BVT,,0.0,FSI,Financial Secrecy Index
Botswana,BWA,,13.44292747770227,FSI,Financial Secrecy Index
Central African Republic,CAF,,36.3,FSI,Financial Secrecy Index
Canada,CAN,,3310.466008039709,FSI,Financial Secrecy Index
Cocos Islands,CCK,,0.0,FSI,Financial Secrecy Index
Switzerland,CHE,,881.2587786594252,FSI,Financial Secrecy Index
Chile,CHL,,414.5757598288327,FSI,Financial Secrecy Index
China,CHN,,3732.400491703544,FSI,Financial Secrecy Index
Cote d'Ivoire,CIV,,217.0871990733885,FSI,Financial Secrecy Index
Cameroon,CMR,,114.56710688110712,FSI,Financial Secrecy Index
Congo DRC,COD,,83.43071392269506,FSI,Financial Secrecy Index
"Congo, Rep.",COG,,0.791370680313349,FSI,Financial Secrecy Index
Cook Islands,COK,,0.0,FSI,Financial Secrecy Index
Colombia,COL,,11639.16003940118,FSI,Financial Secrecy Index
Comoros,COM,,0.0,FSI,Financial Secrecy Index
Cape Verde,CPV,,0.0,FSI,Financial Secrecy Index
Costa Rica,CRI,,197.1719694166733,FSI,Financial Secrecy Index
Cuba,CUB,,0.0,FSI,Financial Secrecy Index
Cura�ao,CUW,,0.0,FSI,Financial Secrecy Index
Christmas Island,CXR,,0.0,FSI,Financial Secrecy Index
Cayman Islands,CYM,,0.1667600979493098,FSI,Financial Secrecy Index
Cyprus,CYP,,19.53554795831021,FSI,Financial Secrecy Index
Czechia,CZE,,385.09954940120326,FSI,Financial Secrecy Index
Germany,DEU,,24394.59352067307,FSI,Financial Secrecy Index
Djibouti,DJI,,0.0,FSI,Financial Secrecy Index
Dominica,DMA,,0.0,FSI,Financial Secrecy Index
Denmark,DNK,,696.0393499654419,FSI,Financial Secrecy Index
Dominican Republic,DOM,,91.45097334925606,FSI,Financial Secrecy Index
Algeria,DZA,,434.75,FSI,Financial Secrecy Index
Ecuador,ECU,,255.5054233610554,FSI,Financial Secrecy Index
Egypt,EGY,,2123.341866570833,FSI,Financial Secrecy Index
Eritrea,ERI,,0.0,FSI,Financial Secrecy Index
Western Sahara,ESH,,0.0,FSI,Financial Secrecy Index
Spain,ESP,,2665.706984058389,FSI,Financial Secrecy Index
Estonia,EST,,50.8346637093785,FSI,Financial Secrecy Index
Ethiopia,ETH,,362.6585196394751,FSI,Financial Secrecy Index
Finland,FIN,,324.74413459863354,FSI,Financial Secrecy Index
Fiji,FJI,,3.5560543167421312,FSI,Financial Secrecy Index
Falkland Islands,FLK,,0.0,FSI,Financial Secrecy Index
France,FRA,,14351.950376901292,FSI,Financial Secrecy Index
Faroe Islands,FRO,,0.0,FSI,Financial Secrecy Index
Micronesia,FSM,,0.0,FSI,Financial Secrecy Index
Gabon,GAB,,132.8138911876984,FSI,Financial Secrecy Index
United Kingdom,GBR,,10269.7224045978,FSI,Financial Secrecy Index
Georgia,GEO,,68.40000273599999,FSI,Financial Secrecy Index
Guernsey,GGY,,37.523130689738366,FSI,Financial Secrecy Index
Ghana,GHA,,85.03105675029506,FSI,Financial Secrecy Index
Gibraltar,GIB,,0.0,FSI,Financial Secrecy Index
Guinea,GIN,,0.3097622390409063,FSI,Financial Secrecy Index
Guadeloupe,GLP,,0.0,FSI,Financial Secrecy Index
Gambia,GMB,,196.230001266,FSI,Financial Secrecy Index
Guinea-Bissau,GNB,,15.680000112,FSI,Financial Secrecy Index
Equatorial Guinea,GNQ,,0.0,FSI,Financial Secrecy Index
Greece,GRC,,353.785574126455,FSI,Financial Secrecy Index
Grenada,GRD,,0.0,FSI,Financial Secrecy Index
Greenland,GRL,,0.0,FSI,Financial Secrecy Index
Guatemala,GTM,,31.61524378486256,FSI,Financial Secrecy Index
French Guiana,GUF,,0.0,FSI,Financial Secrecy Index
Guam,GUM,,0.0,FSI,Financial Secrecy Index
Guyana,GUY,,285.7236342802483,FSI,Financial Secrecy Index
Hong Kong,HKG,,552.0266140339991,FSI,Financial Secrecy Index
Heard Island and McDonald Islands,HMD,,0.0,FSI,Financial Secrecy Index
Honduras,HND,,319.4998413112141,FSI,Financial Secrecy Index
Croatia,HRV,,11.85304628591192,FSI,Financial Secrecy Index
Haiti,HTI,,80.39999999999999,FSI,Financial Secrecy Index
Hungary,HUN,,350.9750689630762,FSI,Financial Secrecy Index
Indonesia,IDN,,4785.952836383658,FSI,Financial Secrecy Index
Isle of Man,IMN,,0.0,FSI,Financial Secrecy Index
India,IND,,10117.52929204268,FSI,Financial Secrecy Index
British Indian Ocean Territory,IOT,,0.0,FSI,Financial Secrecy Index
Ireland,IRL,,199.1210369214739,FSI,Financial Secrecy Index
Iran,IRN,,0.0,FSI,Financial Secrecy Index
Iraq,IRQ,,0.1101238896080208,FSI,Financial Secrecy Index
Iceland,ISL,,17.21997616810572,FSI,Financial Secrecy Index
Israel,ISR,,1429.9436373438111,FSI,Financial Secrecy Index
Italy,ITA,,8804.628006265606,FSI,Financial Secrecy Index
Jamaica,JAM,,20.27280084587977,FSI,Financial Secrecy Index
Jersey,JEY,,6.077029547044922,FSI,Financial Secrecy Index
Jordan,JOR,,87.00000097499999,FSI,Financial Secrecy Index
Japan,JPN,,4310.693600604324,FSI,Financial Secrecy Index
Kazakhstan,KAZ,,191.5309462828883,FSI,Financial Secrecy Index
Kenya,KEN,,502.4689668458002,FSI,Financial Secrecy Index
Kyrgyz Republic,KGZ,,10.600000106,FSI,Financial Secrecy Index
Cambodia,KHM,,7.199819747410013,FSI,Financial Secrecy Index
Kiribati,KIR,,0.0,FSI,Financial Secrecy Index
St. Kitts and Nevis,KNA,,0.990000039,FSI,Financial Secrecy Index
South Korea,KOR,,3416.07312078022,FSI,Financial Secrecy Index
Kuwait,KWT,,29.178454138532548,FSI,Financial Secrecy Index
