economy,Year,Value,Indicator,IndicatorID
EGY,2010,14.1300762473065,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,2010,8.1634410798229,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,2010,13.3883874032931,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,2010,7.5861592239033,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,2010,11.2051496046046,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,2010,30.2987604301988,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,2010,21.0889640891443,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,2010,8.53531911755595,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,2010,12.8928505320254,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,2010,14.3466100309506,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,2010,18.0167133723215,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,2010,10.5634650209755,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,2010,25.5423159777691,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,2010,5.86247467546648,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,2010,16.0005276272456,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,2010,27.5200904827919,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,2010,10.5077874131551,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,2010,19.199750829309,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,2010,9.91226158242781,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,2010,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,2010,22.5206038776132,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,2010,12.834842405292,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,2010,17.434923710737,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,2011,16.1034124367128,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,2011,15.5317509914759,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,2011,12.2194913583116,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,2011,24.0453261607064,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,2011,7.54040362417486,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,2011,7.57148126100708,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,2011,8.11448976998956,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,2011,17.9870830170972,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,2011,14.0086354022318,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,2011,9.20935861701915,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,2011,14.8657903615734,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,2011,7.01579011251936,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,2011,11.1487871559633,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,2011,30.2137479343975,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,2011,21.4534608720228,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,2011,8.71032363773385,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,2011,12.5452140284448,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,2011,16.7995295127161,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,2011,18.0045184138976,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,2011,10.6177069783918,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,2011,29.5505904218204,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,2011,3.85621016052459,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,2011,16.3070266691183,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,2011,31.6964197662876,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,2011,11.4052322271044,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,2011,20.1748559350054,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,2011,9.79398200038448,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,2011,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,2011,22.8746700116825,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,2011,14.7159433183957,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,2011,17.9282541990398,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,2012,14.8227191113256,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,2012,14.4961552151041,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,2012,13.889962428562,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,2012,28.0365776616041,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,2012,8.17237728051962,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,2012,10.619351578358,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,2012,11.3444056049257,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,2012,8.85708633774351,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,2012,7.27824633580598,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,2012,16.2810827268418,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,2012,12.3849047590613,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,2012,9.37759471505438,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,2012,14.0605243331958,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,2012,15.3681810106551,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,2012,8.7422190526891,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,2012,12.9715747055288,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,2012,38.0837569930604,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,2012,21.9652841058592,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,2012,8.36825554307769,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,2012,12.9913134646021,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,2012,18.6287778328985,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,2012,18.6217074867957,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,2012,9.31571514240387,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,2012,32.9327514425925,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,2012,6.89440699516488,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,2012,28.2333786479943,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,2012,29.5703578594835,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,2012,11.3616557188477,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,2012,20.1154877238471,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,2012,10.4330040159572,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,2012,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,2012,23.3457659894736,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,2012,14.8923642974021,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,2012,17.8354892203875,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,2013,14.184762657139,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,2013,13.4878665306569,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,2013,14.9486419589637,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,2013,26.7403906303594,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,2013,10.6359292433206,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,2013,11.5221169764532,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,2013,9.0435603246263,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,2013,8.62436076451018,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,2013,16.2703554620725,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,2013,13.4980649322726,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,2013,8.76472537700643,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,2013,16.0588356064828,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,2013,10.671836497112,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,2013,8.51634994290945,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,2013,12.4614265223185,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,2013,35.9075271908447,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,2013,20.6278690149343,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,2013,8.78559177293247,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,2013,13.0329665961324,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,2013,21.5406521425782,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,2013,18.1226037396896,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,2013,9.7087435618013,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,2013,32.9807193371969,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,2013,7.68401639387585,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,2013,28.1459717908297,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,2013,12.1000695984893,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,2013,10.7219234484868,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,2013,23.831391363238,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,2013,14.3471093166635,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,2013,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,2014,13.5426301621262,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,2014,13.690026719648,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,2014,13.6638275123408,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,2014,27.0928299660417,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,2014,4.09850069590061,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,2014,10.1172575454966,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,2014,12.285343811226,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,2014,8.63671684952941,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,2014,9.58092115614526,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,2014,15.5325589020017,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,2014,12.2201408450704,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,2014,8.81195539315636,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,2014,15.1052288790252,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,2014,11.2521859793493,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,2014,8.29890080820683,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,2014,15.1870212650473,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,2014,36.3284327192766,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,2014,20.3536177532067,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,2014,8.44113338214288,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,2014,12.6466400471577,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,2014,23.9653838768408,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,2014,18.083856415995,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,2014,10.9491092554382,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NAM,2014,34.6286881010585,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NER,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
NGA,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
RWA,2014,12.947629272471,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SDN,2014,7.98231786209787,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SEN,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SLE,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SOM,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SSD,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
STP,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SWZ,2014,30.0079563731118,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
SYC,2014,29.1158977291699,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TCD,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TGO,2014,13.1663927509892,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TUN,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
TZA,2014,11.3637968874428,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
UGA,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZAF,2014,24.4319342176034,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZMB,2014,15.7610303316911,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ZWE,2014,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
AGO,2015,11.0020190179303,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BDI,2015,13.1281548917256,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BEN,2015,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BFA,2015,13.2802007024398,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
BWA,2015,26.3110988512498,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CAF,2015,5.44899138512974,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CIV,2015,11.1757327985719,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CMR,2015,12.1109695914613,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COD,2015,9.10271198104293,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COG,2015,12.1951444175552,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
COM,2015,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
CPV,2015,17.1355967789329,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DJI,2015,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
DZA,2015,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
EGY,2015,12.5192110970171,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ERI,2015,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
ETH,2015,8.35133826701354,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GAB,2015,12.8300685455322,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GHA,2015,11.6905632099655,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GIN,2015,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GMB,2015,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNB,2015,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
GNQ,2015,11.4567349338539,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
KEN,2015,14.8394826504099,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBR,2015,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LBY,2015,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
LSO,2015,33.7701457077629,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MAR,2015,19.4374650876196,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MDG,2015,8.94531037344997,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MLI,2015,14.0951093886952,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MOZ,2015,20.0064845206447,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MRT,2015,,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MUS,2015,8.75800596765304,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
MWI,2015,10.5365817797809,Tax Revenue as Percentage of GDP,GC.TAX.TOTL.GD.ZS
